l_id;wkt_srid_4326;24 Hous rel;24 Hours abs;cap;;;;;;;;;;;;;;;
l28;"SRID=4326;LINESTRING(9.74615081640288 50.9168399490798,11.1228545605428 50.9989090670144)";0.287090931;488.054583;1700;;l28;"SRID=4326;LINESTRING(9.74615081640288 50.9168399490798,11.1228545605428 50.9989090670144)";;;;;;;;;;l28;147.1950849;343.2776226
l29;"SRID=4326;LINESTRING(11.1228545605428 50.9989090670144,10.3859411643633 51.0018133014781)";0.252404762;429.088096;1700;;l29;"SRID=4326;LINESTRING(11.1228545605428 50.9989090670144,10.3859411643633 51.0018133014781)";;;;;;;;;;l29;159.5386828;407.6701058
l30;"SRID=4326;LINESTRING(8.12264230304551 53.5605160490331,8.08565059715704 53.605834192587)";0.076509412;37.48961166;490;;l30;"SRID=4326;LINESTRING(8.12264230304551 53.5605160490331,8.08565059715704 53.605834192587)";;;;;;;;;;l30;108.4023576;473.9449238
l31;"SRID=4326;LINESTRING(8.08565059715704 53.605834192587,8.06005695814032 53.6202025750861)";0.06881821;33.72092283;490;;l31;"SRID=4326;LINESTRING(8.08565059715704 53.605834192587,8.06005695814032 53.6202025750861)";;;;;;;;;;l31;104.7768008;488.3358491
l32;"SRID=4326;LINESTRING(9.11321007472722 52.5438533223737,9.91814864613865 52.3799963125719)";0.291352532;142.7627405;490;;l32;"SRID=4326;LINESTRING(9.11321007472722 52.5438533223737,9.91814864613865 52.3799963125719)";;;;;;;;;;l32;17.13518403;61.70817428
l33;"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,12.9416466019288 52.5621144045848)";0.049979007;84.96431116;1700;;l33;"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,12.9416466019288 52.5621144045848)";;;;;;;;;;l33;64.33949464;186.9305211
l34;"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,13.2115276454389 52.5806278102291)";0.074643255;126.893533;1700;;l34;"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,13.2115276454389 52.5806278102291)";;;;;;;;;;l34;109.7685157;332.772199
l35;"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,13.2115276454389 52.5806278102291)";0.096060605;163.3030277;1700;;l35;"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,13.2115276454389 52.5806278102291)";;;;;;;;;;l35;110.9915977;308.2286283
l36;"SRID=4326;LINESTRING(11.7273534150745 52.5689469938591,13.1433929102518 53.9081469774219)";0.149058932;253.400184;1700;;l36;"SRID=4326;LINESTRING(11.7273534150745 52.5689469938591,13.1433929102518 53.9081469774219)";;;;;;;;;;l36;166.6584359;399.131968
l37;"SRID=4326;LINESTRING(11.7273534150745 52.5689469938591,11.8531057080136 53.0865444750041)";0.534810229;909.177389;1700;;l37;"SRID=4326;LINESTRING(11.7273534150745 52.5689469938591,11.8531057080136 53.0865444750041)";;;;;;;;;;l37;75.2099996;766.0956689
l38;"SRID=4326;LINESTRING(12.1869848227216 53.8157751724384,11.8531057080136 53.0865444750041)";0.075647775;128.6012176;1700;;l38;"SRID=4326;LINESTRING(12.1869848227216 53.8157751724384,11.8531057080136 53.0865444750041)";;;;;;;;;;l38;152.7113715;300.3765966
l39;"SRID=4326;LINESTRING(13.6834769666546 54.1390906406635,12.1869848227216 53.8157751724384)";0.025624154;43.56106198;1700;;l39;"SRID=4326;LINESTRING(13.6834769666546 54.1390906406635,12.1869848227216 53.8157751724384)";;;;;;;;;;l39;166.2108269;349.7852042
l40;"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,12.4993659669539 52.4052284251973)";0.123081198;60.30978689;490;;l40;"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,12.4993659669539 52.4052284251973)";;;;;;;;;;l40;42.77902881;103.7717103
l41;"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,12.4993659669539 52.4052284251973)";0.123219868;60.37773541;490;;l41;"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,12.4993659669539 52.4052284251973)";;;;;;;;;;l41;42.82722616;103.8886256
l42;"SRID=4326;LINESTRING(13.5061534469385 52.473822309174,13.3057532949594 52.2307818451873)";0.132745388;65.04523998;490;;l42;"SRID=4326;LINESTRING(13.5061534469385 52.473822309174,13.3057532949594 52.2307818451873)";;;;;;;;;;l42;39.95421815;89.52747496
l43;"SRID=4326;LINESTRING(13.5061534469385 52.473822309174,13.5241987309997 52.5356342713481)";0.160021099;78.41033839;490;;l43;"SRID=4326;LINESTRING(13.5061534469385 52.473822309174,13.5241987309997 52.5356342713481)";;;;;;;;;;l43;33.44960609;100.2818739
l44;"SRID=4326;LINESTRING(13.5241987309997 52.5356342713481,13.7096697058228 52.5397952580643)";0.418737523;711.853789;1700;;l44;"SRID=4326;LINESTRING(13.5241987309997 52.5356342713481,13.7096697058228 52.5397952580643)";;;;;;;;;;l44;183.1452088;405.7238557
l45;"SRID=4326;LINESTRING(13.5241987309997 52.5356342713481,13.7096697058228 52.5397952580643)";0.418270319;711.0595426;1700;;l45;"SRID=4326;LINESTRING(13.5241987309997 52.5356342713481,13.7096697058228 52.5397952580643)";;;;;;;;;;l45;182.9408657;405.2711718
l46;"SRID=4326;LINESTRING(13.4564306927748 52.5214517451981,13.5370442127043 52.5374565238016)";0.005690217;9.673368338;1700;;l46;"SRID=4326;LINESTRING(13.4564306927748 52.5214517451981,13.5370442127043 52.5374565238016)";;;;;;;;;;l46;18.34199133;28.64575138
l47;"SRID=4326;LINESTRING(10.99933301239 52.2001419745622,10.9772332275028 52.1694333176707)";0.091981731;156.3689427;1700;;l47;"SRID=4326;LINESTRING(10.99933301239 52.2001419745622,10.9772332275028 52.1694333176707)";;;;;;;;;;l47;181.3976646;1357.905764
l48;"SRID=4326;LINESTRING(9.74615081640288 50.9168399490798,10.3859411643633 51.0018133014781)";0.324683445;551.9618573;1700;;l48;"SRID=4326;LINESTRING(9.74615081640288 50.9168399490798,10.3859411643633 51.0018133014781)";;;;;;;;;;l48;134.7301535;301.9701098
l49;"SRID=4326;LINESTRING(9.74615081640288 50.9168399490798,9.25938382024592 51.0603668474477)";0.387069887;658.0188083;1700;;l49;"SRID=4326;LINESTRING(9.74615081640288 50.9168399490798,9.25938382024592 51.0603668474477)";;;;;;;;;;l49;160.4535251;806.9663399
l50;"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,7.75349546540486 48.0993557006259)";0.185941559;316.1006501;1700;;l50;"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,7.75349546540486 48.0993557006259)";;;;;;;;;;l50;301.4597434;416.6220933
l51;"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.43846751211921 49.2524597288652)";0.239366713;406.9234125;1700;;l51;"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.43846751211921 49.2524597288652)";;;;;;;;;;l51;301.490176;580.9541912
l52;"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.51211132935593 49.293965649573)";0.097862841;47.95279198;490;;l52;"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.51211132935593 49.293965649573)";;;;;;;;;;l52;193.1423008;238.969761
l53;"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.62320967451897 49.3565822492832)";0.19051937;93.35449118;490;;l53;"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.62320967451897 49.3565822492832)";;;;;;;;;;l53;59.08870511;119.5075368
l54;"SRID=4326;LINESTRING(8.44554248929306 48.9860881753906,8.3133401659254 49.0090434643525)";0.592645072;290.3960852;490;;l54;"SRID=4326;LINESTRING(8.44554248929306 48.9860881753906,8.3133401659254 49.0090434643525)";;;;;;;;;;l54;122.2423098;165.0160969
l55;"SRID=4326;LINESTRING(8.44554248929306 48.9860881753906,8.64158406338239 48.8900524832355)";0.003848971;1.885995913;490;;l55;"SRID=4326;LINESTRING(8.44554248929306 48.9860881753906,8.64158406338239 48.8900524832355)";;;;;;;;;;l55;16.73868816;36.26323056
l56;"SRID=4326;LINESTRING(8.64158406338239 48.8900524832355,8.3133401659254 49.0090434643525)";0.278182747;136.3095461;490;;l56;"SRID=4326;LINESTRING(8.64158406338239 48.8900524832355,8.3133401659254 49.0090434643525)";;;;;;;;;;l56;45.86151685;73.43699566
l57;"SRID=4326;LINESTRING(8.56374399744213 53.0317215835514,8.47470704898602 53.4286511943138)";0.35705534;606.9940785;1700;;l57;"SRID=4326;LINESTRING(8.56374399744213 53.0317215835514,8.47470704898602 53.4286511943138)";;;;;;;;;;l57;104.403961;446.1220393
l58;"SRID=4326;LINESTRING(8.51888180951659 53.2026352836834,8.82002487241632 53.1073882918815)";0.247659415;121.3531133;490;;l58;"SRID=4326;LINESTRING(8.51888180951659 53.2026352836834,8.82002487241632 53.1073882918815)";;;;;;;;;;l58;154.222654;187.3521386
l59;"SRID=4326;LINESTRING(9.5017896678173 53.5428143723363,8.51888180951659 53.2026352836834)";0.241868059;411.1757009;1700;;l59;"SRID=4326;LINESTRING(9.5017896678173 53.5428143723363,8.51888180951659 53.2026352836834)";;;;;;;;;;l59;118.7824811;359.7044574
l60;"SRID=4326;LINESTRING(8.12076909802284 48.7048354259965,8.3133401659254 49.0090434643525)";0.316393235;155.0326853;490;;l60;"SRID=4326;LINESTRING(8.12076909802284 48.7048354259965,8.3133401659254 49.0090434643525)";;;;;;;;;;l60;59.71949409;116.8296961
l61;"SRID=4326;LINESTRING(11.3704262486892 48.2914922329548,11.4407746483177 48.1718035473026)";0.040081801;68.139062;1700;;l61;"SRID=4326;LINESTRING(11.3704262486892 48.2914922329548,11.4407746483177 48.1718035473026)";;;;;;;;;;l61;43.31314664;54.98581261
l62;"SRID=4326;LINESTRING(14.54 49.736,12.1147644054101 49.6311550521523)";0.182226202;309.7845427;1700;;l62;"SRID=4326;LINESTRING(14.54 49.736,12.1147644054101 49.6311550521523)";;;;;;;;;;l62;384.0603826;583.0891537
l63;"SRID=4326;LINESTRING(8.56374399744213 53.0317215835514,8.69516075602312 53.0925360847799)";0.225741887;383.7612074;1700;;l63;"SRID=4326;LINESTRING(8.56374399744213 53.0317215835514,8.69516075602312 53.0925360847799)";;;;;;;;;;l63;127.3805461;372.5974539
l64;"SRID=4326;LINESTRING(8.51888180951659 53.2026352836834,8.69516075602312 53.0925360847799)";0.187293576;318.3990799;1700;;l64;"SRID=4326;LINESTRING(8.51888180951659 53.2026352836834,8.69516075602312 53.0925360847799)";;;;;;;;;;l64;143.0062158;400.667442
l65;"SRID=4326;LINESTRING(8.77244296019056 49.974668665137,8.41937105938048 49.6337356823792)";0.29256522;497.3608747;1700;;l65;"SRID=4326;LINESTRING(8.77244296019056 49.974668665137,8.41937105938048 49.6337356823792)";;;;;;;;;;l65;193.0569365;369.5917056
l66;"SRID=4326;LINESTRING(8.38855636787547 49.9823050841271,8.41937105938048 49.6337356823792)";0.197822265;336.2978505;1700;;l66;"SRID=4326;LINESTRING(8.38855636787547 49.9823050841271,8.41937105938048 49.6337356823792)";;;;;;;;;;l66;235.053262;443.7001123
l67;"SRID=4326;LINESTRING(12.2621734868101 51.7410202755519,11.8942661378135 51.4057031412478)";0.108799061;184.9584042;1700;;l67;"SRID=4326;LINESTRING(12.2621734868101 51.7410202755519,11.8942661378135 51.4057031412478)";;;;;;;;;;l67;101.725561;264.4556895
l68;"SRID=4326;LINESTRING(13.1570904871893 51.8284516615019,13.9024346886892 51.8747235190459)";0.208075174;353.7277959;1700;;l68;"SRID=4326;LINESTRING(13.1570904871893 51.8284516615019,13.9024346886892 51.8747235190459)";;;;;;;;;;l68;239.0923423;452.6592732
l69;"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,11.5165549672107 51.5843592098734)";0.290332229;493.5647886;1700;;l69;"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,11.5165549672107 51.5843592098734)";;;;;;;;;;l69;94.12982518;238.666956
l70;"SRID=4326;LINESTRING(11.8942661378135 51.4057031412478,11.5165549672107 51.5843592098734)";0.490108044;833.1836744;1700;;l70;"SRID=4326;LINESTRING(11.8942661378135 51.4057031412478,11.5165549672107 51.5843592098734)";;;;;;;;;;l70;198.435668;395.6207614
l71;"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,11.8942661378135 51.4057031412478)";0.34076464;579.2998876;1700;;l71;"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,11.8942661378135 51.4057031412478)";;;;;;;;;;l71;86.4436934;208.0076675
l72;"SRID=4326;LINESTRING(8.70221844882815 51.7363525828065,8.99279240395088 51.343009397907)";0.484924862;824.3722658;1700;;l72;"SRID=4326;LINESTRING(8.70221844882815 51.7363525828065,8.99279240395088 51.343009397907)";;;;;;;;;;l72;103.695662;215.1516057
l73;"SRID=4326;LINESTRING(8.70221844882815 51.7363525828065,8.99279240395088 51.343009397907)";0.484924862;824.3722658;1700;;l73;"SRID=4326;LINESTRING(8.70221844882815 51.7363525828065,8.99279240395088 51.343009397907)";;;;;;;;;;l73;103.695662;215.1516057
l74;"SRID=4326;LINESTRING(8.99279240395088 51.343009397907,9.25938382024592 51.0603668474477)";0.262979463;447.0650874;1700;;l74;"SRID=4326;LINESTRING(8.99279240395088 51.343009397907,9.25938382024592 51.0603668474477)";;;;;;;;;;l74;145.1294199;529.3048143
l75;"SRID=4326;LINESTRING(8.99279240395088 51.343009397907,9.25938382024592 51.0603668474477)";0.262979463;447.0650874;1700;;l75;"SRID=4326;LINESTRING(8.99279240395088 51.343009397907,9.25938382024592 51.0603668474477)";;;;;;;;;;l75;145.1294199;529.3048143
l76;"SRID=4326;LINESTRING(13.1570904871893 51.8284516615019,11.8942661378135 51.4057031412478)";0.171849413;292.1440021;1700;;l76;"SRID=4326;LINESTRING(13.1570904871893 51.8284516615019,11.8942661378135 51.4057031412478)";;;;;;;;;;l76;176.1957423;326.2985837
l77;"SRID=4326;LINESTRING(13.6834769666546 54.1390906406635,13.1433929102518 53.9081469774219)";0.039077102;66.4310737;1700;;l77;"SRID=4326;LINESTRING(13.6834769666546 54.1390906406635,13.1433929102518 53.9081469774219)";;;;;;;;;;l77;112.6950282;368.6605069
l78;"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,13.3057532949594 52.2307818451873)";0.119467562;58.5391054;490;;l78;"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,13.3057532949594 52.2307818451873)";;;;;;;;;;l78;49.37853373;132.5681351
l79;"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,13.9024346886892 51.8747235190459)";0.310620395;528.0546716;1700;;l79;"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,13.9024346886892 51.8747235190459)";;;;;;;;;;l79;68.87268004;323.4831381
l80;"SRID=4326;LINESTRING(13.3057532949594 52.2307818451873,13.9024346886892 51.8747235190459)";0.459583222;225.1957787;490;;l80;"SRID=4326;LINESTRING(13.3057532949594 52.2307818451873,13.9024346886892 51.8747235190459)";;;;;;;;;;l80;66.83739476;180.4892604
l81;"SRID=4326;LINESTRING(11.6463786274424 50.534876971042,11.1228545605428 50.9989090670144)";0.197702476;336.0942099;1700;;l81;"SRID=4326;LINESTRING(11.6463786274424 50.534876971042,11.1228545605428 50.9989090670144)";;;;;;;;;;l81;125.2295242;185.5349693
l82;"SRID=4326;LINESTRING(14.4719654742998 51.5538127185923,14.5081091811329 51.4137103812427)";0.152255113;258.8336926;1700;;l82;"SRID=4326;LINESTRING(14.4719654742998 51.5538127185923,14.5081091811329 51.4137103812427)";;;;;;;;;;l82;202.2056608;348.2234747
l83;"SRID=4326;LINESTRING(14.4719654742998 51.5538127185923,14.5081091811329 51.4137103812427)";0.15237277;259.0337095;1700;;l83;"SRID=4326;LINESTRING(14.4719654742998 51.5538127185923,14.5081091811329 51.4137103812427)";;;;;;;;;;l83;202.3619178;348.4925687
l84;"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,14.4719654742998 51.5538127185923)";0.151448428;257.4623269;1700;;l84;"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,14.4719654742998 51.5538127185923)";;;;;;;;;;l84;186.6128038;336.0955216
l85;"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,14.4719654742998 51.5538127185923)";0.151411902;257.4002329;1700;;l85;"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,14.4719654742998 51.5538127185923)";;;;;;;;;;l85;186.5677971;336.0144631
l86;"SRID=4326;LINESTRING(8.12264230304551 53.5605160490331,8.14191382633093 53.5640011680095)";0.047116568;23.08711855;490;;l86;"SRID=4326;LINESTRING(8.12264230304551 53.5605160490331,8.14191382633093 53.5640011680095)";;;;;;;;;;l86;20.38562881;50.0480331
l87;"SRID=4326;LINESTRING(10.1562824575947 54.2755482549913,10.1773541034729 54.3395212638642)";0.268864777;131.7437408;490;;l87;"SRID=4326;LINESTRING(10.1562824575947 54.2755482549913,10.1773541034729 54.3395212638642)";;;;;;;;;;l87;93.69212234;150.7719107
l88;"SRID=4326;LINESTRING(10.1562824575947 54.2755482549913,9.72699196993402 54.2914209867842)";0.202931585;99.43647675;490;;l88;"SRID=4326;LINESTRING(10.1562824575947 54.2755482549913,9.72699196993402 54.2914209867842)";;;;;;;;;;l88;33.87843349;91.06403567
l89;"SRID=4326;LINESTRING(7.03496796515083 52.2028607381056,7.30820430094578 52.4768353862806)";0.461008392;783.7142671;1700;;l89;"SRID=4326;LINESTRING(7.03496796515083 52.2028607381056,7.30820430094578 52.4768353862806)";;;;;;;;;;l89;194.6966256;477.9098455
l90;"SRID=4326;LINESTRING(7.06030699176008 51.6964760130648,7.30820430094578 52.4768353862806)";0.448297456;762.1056749;1700;;l90;"SRID=4326;LINESTRING(7.06030699176008 51.6964760130648,7.30820430094578 52.4768353862806)";;;;;;;;;;l90;105.3653735;177.2585082
l91;"SRID=4326;LINESTRING(6.6746753206169 51.3249574728255,6.72376714521247 51.3556543809247)";0.099877742;48.94009359;490;;l91;"SRID=4326;LINESTRING(6.6746753206169 51.3249574728255,6.72376714521247 51.3556543809247)";;;;;;;;;;l91;47.85235685;186.0260777
l92;"SRID=4326;LINESTRING(7.54571772261949 51.9703244223875,7.30820430094578 52.4768353862806)";0.200152036;340.2584606;1700;;l92;"SRID=4326;LINESTRING(7.54571772261949 51.9703244223875,7.30820430094578 52.4768353862806)";;;;;;;;;;l92;45.4556947;115.8110542
l93;"SRID=4326;LINESTRING(7.30561448538174 52.4801491895706,7.30820430094578 52.4768353862806)";0.003439374;5.846935115;1700;;l93;"SRID=4326;LINESTRING(7.30561448538174 52.4801491895706,7.30820430094578 52.4768353862806)";;;;;;;;;;l93;11.07779062;98.03623702
l94;"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.30433875539085 52.4824259958004)";0.020877524;35.49179085;1700;;l94;"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.30433875539085 52.4824259958004)";;;;;;;;;;l94;33.12736294;82.68381515
l95;"SRID=4326;LINESTRING(7.30561448538174 52.4801491895706,7.30820430094578 52.4768353862806)";0.003442588;5.85239954;1700;;l95;"SRID=4326;LINESTRING(7.30561448538174 52.4801491895706,7.30820430094578 52.4768353862806)";;;;;;;;;;l95;11.08814369;98.12785967
l96;"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.27715391322869 52.7532425946802)";0.147268893;250.3571188;1700;;l96;"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.27715391322869 52.7532425946802)";;;;;;;;;;l96;137.2225059;320.309138
l97;"SRID=4326;LINESTRING(8.30775689679575 52.3456356447783,7.30820430094578 52.4768353862806)";0.356596823;606.2145995;1700;;l97;"SRID=4326;LINESTRING(8.30775689679575 52.3456356447783,7.30820430094578 52.4768353862806)";;;;;;;;;;l97;124.8124148;157.4908959
l98;"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.88957671235007 52.2773967624078)";0.27221103;462.7587515;1700;;l98;"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.88957671235007 52.2773967624078)";;;;;;;;;;l98;125.0191651;216.5720085
