l_id;wkt_srid_4326;24 Hous rel;24 Hours abs;100 Hours average abs;100 Hours max abs;100 Hours max average rel;cap;;;;;;;;;;;;;;;
l11;"SRID=4326;LINESTRING(10.7610403785613 52.3677293804096,10.3662749375017 52.2846467462009)";0.056023542;95.24002169;67.38550019;94.88019539;0.05581188;1700;;l11;"SRID=4326;LINESTRING(10.7610403785613 52.3677293804096,10.3662749375017 52.2846467462009)";;;;;;;;;;l11;67.38550019;94.88019539
l12;"SRID=4326;LINESTRING(13.4947633747219 52.5897644435618,13.6834769666546 54.1390906406635)";0.154888067;263.3097143;236.0930022;526.2875456;0.309580909;1700;;l12;"SRID=4326;LINESTRING(13.4947633747219 52.5897644435618,13.6834769666546 54.1390906406635)";;;;;;;;;;l12;236.0930022;526.2875456
l13;"SRID=4326;LINESTRING(13.4947633747219 52.5897644435618,13.7096697058228 52.5397952580643)";0.157546345;267.8287866;210.0558285;506.7954622;0.298114978;1700;;l13;"SRID=4326;LINESTRING(13.4947633747219 52.5897644435618,13.7096697058228 52.5397952580643)";;;;;;;;;;l13;210.0558285;506.7954622
l14;"SRID=4326;LINESTRING(11.3704262486892 48.2914922329548,11.8681562938884 48.2068029185353)";0.047314558;80.43474922;111.2484435;111.8102926;0.06577076;1700;;l14;"SRID=4326;LINESTRING(11.3704262486892 48.2914922329548,11.8681562938884 48.2068029185353)";;;;;;;;;;l14;111.2484435;111.8102926
l15;"SRID=4326;LINESTRING(11.8132328973194 48.2212664654998,11.8681562938884 48.2068029185353)";0.452148543;443.1055719;970.3857074;980;1;980;;l15;"SRID=4326;LINESTRING(11.8132328973194 48.2212664654998,11.8681562938884 48.2068029185353)";;;;;;;;;;l15;970.3857074;980
l16;"SRID=4326;LINESTRING(11.3704262486892 48.2914922329548,11.2939727001158 48.0520427719624)";0.248757274;121.8910641;67.81539925;209.4483218;0.427445555;490;;l16;"SRID=4326;LINESTRING(11.3704262486892 48.2914922329548,11.2939727001158 48.0520427719624)";;;;;;;;;;l16;67.81539925;209.4483218
l17;"SRID=4326;LINESTRING(9.98460982000897 53.7411287759659,10.1575015165126 53.5551316685834)";0.080056038;136.095264;141.396322;428.8271902;0.252251288;1700;;l17;"SRID=4326;LINESTRING(9.98460982000897 53.7411287759659,10.1575015165126 53.5551316685834)";;;;;;;;;;l17;141.396322;428.8271902
l18;"SRID=4326;LINESTRING(9.98460982000897 53.7411287759659,9.20210420095253 53.8951574100045)";0.112624984;191.4624721;133.820632;208.4359369;0.122609375;1700;;l18;"SRID=4326;LINESTRING(9.98460982000897 53.7411287759659,9.20210420095253 53.8951574100045)";;;;;;;;;;l18;133.820632;208.4359369
l19;"SRID=4326;LINESTRING(9.98460982000897 53.7411287759659,9.98853660865951 53.766277668594)";0.082151107;40.25404251;318.5341152;476.4520713;0.972351166;490;;l19;"SRID=4326;LINESTRING(9.98460982000897 53.7411287759659,9.98853660865951 53.766277668594)";;;;;;;;;;l19;318.5341152;476.4520713
l20;"SRID=4326;LINESTRING(9.98853660865951 53.766277668594,9.72699196993402 54.2914209867842)";0.089508271;43.85905287;151.8466623;292.4531158;0.596843094;490;;l20;"SRID=4326;LINESTRING(9.98853660865951 53.766277668594,9.72699196993402 54.2914209867842)";;;;;;;;;;l20;151.8466623;292.4531158
l21;"SRID=4326;LINESTRING(9.34476098807139 53.9218370583068,9.34400177215961 53.8517774635399)";0.02235494;38.00339878;117.9756912;140.8374593;0.082845564;1700;;l21;"SRID=4326;LINESTRING(9.34476098807139 53.9218370583068,9.34400177215961 53.8517774635399)";;;;;;;;;;l21;117.9756912;140.8374593
l22;"SRID=4326;LINESTRING(9.34476098807139 53.9218370583068,9.20210420095253 53.8951574100045)";0.408223376;693.9797384;591.475002;885.7398825;0.52102346;1700;;l22;"SRID=4326;LINESTRING(9.34476098807139 53.9218370583068,9.20210420095253 53.8951574100045)";;;;;;;;;;l22;591.475002;885.7398825
l23;"SRID=4326;LINESTRING(9.98853660865951 53.766277668594,9.52960512906833 53.6189906941937)";0.05854641;28.6877409;28.39767768;93.50650594;0.190829604;490;;l23;"SRID=4326;LINESTRING(9.98853660865951 53.766277668594,9.52960512906833 53.6189906941937)";;;;;;;;;;l23;28.39767768;93.50650594
l24;"SRID=4326;LINESTRING(9.77654483874895 53.6906352606291,9.98853660865951 53.766277668594)";0.117115969;57.38682495;62.25389385;209.5928807;0.427740573;490;;l24;"SRID=4326;LINESTRING(9.77654483874895 53.6906352606291,9.98853660865951 53.766277668594)";;;;;;;;;;l24;62.25389385;209.5928807
l25;"SRID=4326;LINESTRING(10.4149923381504 53.4126068830249,10.1575015165126 53.5551316685834)";0.114246426;194.218925;140.0304626;194.218925;0.114246426;1700;;l25;"SRID=4326;LINESTRING(10.4149923381504 53.4126068830249,10.1575015165126 53.5551316685834)";;;;;;;;;;l25;140.0304626;194.218925
l26;"SRID=4326;LINESTRING(10.3787705903765 53.2197927685849,10.3821666628198 52.9932540372914)";0.012530238;21.30140415;220.2995946;336.7544335;0.198090843;1700;;l26;"SRID=4326;LINESTRING(10.3787705903765 53.2197927685849,10.3821666628198 52.9932540372914)";;;;;;;;;;l26;220.2995946;336.7544335
l27;"SRID=4326;LINESTRING(9.5017896678173 53.5428143723363,9.34476098807139 53.9218370583068)";0.092055668;156.4946364;98.24362446;258.2261658;0.151897745;1700;;l27;"SRID=4326;LINESTRING(9.5017896678173 53.5428143723363,9.34476098807139 53.9218370583068)";;;;;;;;;;l27;98.24362446;258.2261658
l28;"SRID=4326;LINESTRING(9.74615081640288 50.9168399490798,11.1228545605428 50.9989090670144)";0.090202611;153.344438;147.1950849;343.2776226;0.201928013;1700;;l28;"SRID=4326;LINESTRING(9.74615081640288 50.9168399490798,11.1228545605428 50.9989090670144)";;;;;;;;;;l28;147.1950849;343.2776226
l29;"SRID=4326;LINESTRING(11.1228545605428 50.9989090670144,10.3859411643633 51.0018133014781)";0.054875612;93.28854075;159.5386828;407.6701058;0.239805945;1700;;l29;"SRID=4326;LINESTRING(11.1228545605428 50.9989090670144,10.3859411643633 51.0018133014781)";;;;;;;;;;l29;159.5386828;407.6701058
l30;"SRID=4326;LINESTRING(8.12264230304551 53.5605160490331,8.08565059715704 53.605834192587)";0.133967823;65.64423338;108.4023576;473.9449238;0.967234538;490;;l30;"SRID=4326;LINESTRING(8.12264230304551 53.5605160490331,8.08565059715704 53.605834192587)";;;;;;;;;;l30;108.4023576;473.9449238
l31;"SRID=4326;LINESTRING(8.08565059715704 53.605834192587,8.06005695814032 53.6202025750861)";0.125668954;61.57778739;104.7768008;488.3358491;0.996603774;490;;l31;"SRID=4326;LINESTRING(8.08565059715704 53.605834192587,8.06005695814032 53.6202025750861)";;;;;;;;;;l31;104.7768008;488.3358491
l32;"SRID=4326;LINESTRING(9.11321007472722 52.5438533223737,9.91814864613865 52.3799963125719)";0.011924324;5.842918737;17.13518403;61.70817428;0.12593505;490;;l32;"SRID=4326;LINESTRING(9.11321007472722 52.5438533223737,9.91814864613865 52.3799963125719)";;;;;;;;;;l32;17.13518403;61.70817428
l33;"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,12.9416466019288 52.5621144045848)";0.018237879;31.00439378;64.33949464;186.9305211;0.10995913;1700;;l33;"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,12.9416466019288 52.5621144045848)";;;;;;;;;;l33;64.33949464;186.9305211
l34;"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,13.2115276454389 52.5806278102291)";0.038305377;65.11914113;109.7685157;332.772199;0.195748352;1700;;l34;"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,13.2115276454389 52.5806278102291)";;;;;;;;;;l34;109.7685157;332.772199
l35;"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,13.2115276454389 52.5806278102291)";0.025848808;43.94297349;110.9915977;308.2286283;0.181310958;1700;;l35;"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,13.2115276454389 52.5806278102291)";;;;;;;;;;l35;110.9915977;308.2286283
l36;"SRID=4326;LINESTRING(11.7273534150745 52.5689469938591,13.1433929102518 53.9081469774219)";0.084366178;143.4225029;166.6584359;399.131968;0.234783511;1700;;l36;"SRID=4326;LINESTRING(11.7273534150745 52.5689469938591,13.1433929102518 53.9081469774219)";;;;;;;;;;l36;166.6584359;399.131968
l37;"SRID=4326;LINESTRING(11.7273534150745 52.5689469938591,11.8531057080136 53.0865444750041)";0.010262954;17.44702257;75.2099996;766.0956689;0.450644511;1700;;l37;"SRID=4326;LINESTRING(11.7273534150745 52.5689469938591,11.8531057080136 53.0865444750041)";;;;;;;;;;l37;75.2099996;766.0956689
l38;"SRID=4326;LINESTRING(12.1869848227216 53.8157751724384,11.8531057080136 53.0865444750041)";0.070410442;119.6977508;152.7113715;300.3765966;0.176692116;1700;;l38;"SRID=4326;LINESTRING(12.1869848227216 53.8157751724384,11.8531057080136 53.0865444750041)";;;;;;;;;;l38;152.7113715;300.3765966
l39;"SRID=4326;LINESTRING(13.6834769666546 54.1390906406635,12.1869848227216 53.8157751724384)";0.073388482;124.7604189;166.2108269;349.7852042;0.205756002;1700;;l39;"SRID=4326;LINESTRING(13.6834769666546 54.1390906406635,12.1869848227216 53.8157751724384)";;;;;;;;;;l39;166.2108269;349.7852042
l40;"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,12.4993659669539 52.4052284251973)";0.131159536;64.26817256;42.77902881;103.7717103;0.211779001;490;;l40;"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,12.4993659669539 52.4052284251973)";;;;;;;;;;l40;42.77902881;103.7717103
l41;"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,12.4993659669539 52.4052284251973)";0.131307308;64.34058082;42.82722616;103.8886256;0.212017603;490;;l41;"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,12.4993659669539 52.4052284251973)";;;;;;;;;;l41;42.82722616;103.8886256
l42;"SRID=4326;LINESTRING(13.5061534469385 52.473822309174,13.3057532949594 52.2307818451873)";0.135172026;66.23429275;39.95421815;89.52747496;0.182709133;490;;l42;"SRID=4326;LINESTRING(13.5061534469385 52.473822309174,13.3057532949594 52.2307818451873)";;;;;;;;;;l42;39.95421815;89.52747496
l43;"SRID=4326;LINESTRING(13.5061534469385 52.473822309174,13.5241987309997 52.5356342713481)";0.107415027;52.63336341;33.44960609;100.2818739;0.204656885;490;;l43;"SRID=4326;LINESTRING(13.5061534469385 52.473822309174,13.5241987309997 52.5356342713481)";;;;;;;;;;l43;33.44960609;100.2818739
l44;"SRID=4326;LINESTRING(13.5241987309997 52.5356342713481,13.7096697058228 52.5397952580643)";0.33861466;575.6449216;183.1452088;405.7238557;0.238661092;1700;;l44;"SRID=4326;LINESTRING(13.5241987309997 52.5356342713481,13.7096697058228 52.5397952580643)";;;;;;;;;;l44;183.1452088;405.7238557
l45;"SRID=4326;LINESTRING(13.5241987309997 52.5356342713481,13.7096697058228 52.5397952580643)";0.338236853;575.0026494;182.9408657;405.2711718;0.238394807;1700;;l45;"SRID=4326;LINESTRING(13.5241987309997 52.5356342713481,13.7096697058228 52.5397952580643)";;;;;;;;;;l45;182.9408657;405.2711718
l46;"SRID=4326;LINESTRING(13.4564306927748 52.5214517451981,13.5370442127043 52.5374565238016)";0.005105567;8.679463452;18.34199133;28.64575138;0.016850442;1700;;l46;"SRID=4326;LINESTRING(13.4564306927748 52.5214517451981,13.5370442127043 52.5374565238016)";;;;;;;;;;l46;18.34199133;28.64575138
l47;"SRID=4326;LINESTRING(10.99933301239 52.2001419745622,10.9772332275028 52.1694333176707)";0.048719155;82.82256301;181.3976646;1357.905764;0.798768096;1700;;l47;"SRID=4326;LINESTRING(10.99933301239 52.2001419745622,10.9772332275028 52.1694333176707)";;;;;;;;;;l47;181.3976646;1357.905764
l48;"SRID=4326;LINESTRING(9.74615081640288 50.9168399490798,10.3859411643633 51.0018133014781)";0.132399944;225.0799043;134.7301535;301.9701098;0.177629476;1700;;l48;"SRID=4326;LINESTRING(9.74615081640288 50.9168399490798,10.3859411643633 51.0018133014781)";;;;;;;;;;l48;134.7301535;301.9701098
l49;"SRID=4326;LINESTRING(9.74615081640288 50.9168399490798,9.25938382024592 51.0603668474477)";0.044336135;75.37143023;160.4535251;806.9663399;0.474686082;1700;;l49;"SRID=4326;LINESTRING(9.74615081640288 50.9168399490798,9.25938382024592 51.0603668474477)";;;;;;;;;;l49;160.4535251;806.9663399
l50;"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,7.75349546540486 48.0993557006259)";0.226290704;384.6941968;301.4597434;416.6220933;0.24507182;1700;;l50;"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,7.75349546540486 48.0993557006259)";;;;;;;;;;l50;301.4597434;416.6220933
l51;"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.43846751211921 49.2524597288652)";0.029725709;50.53370522;301.490176;580.9541912;0.34173776;1700;;l51;"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.43846751211921 49.2524597288652)";;;;;;;;;;l51;301.490176;580.9541912
l52;"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.51211132935593 49.293965649573)";0.095830407;46.95689919;193.1423008;238.969761;0.48769339;490;;l52;"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.51211132935593 49.293965649573)";;;;;;;;;;l52;193.1423008;238.969761
l53;"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.62320967451897 49.3565822492832)";0.031849372;15.6061925;59.08870511;119.5075368;0.243892932;490;;l53;"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.62320967451897 49.3565822492832)";;;;;;;;;;l53;59.08870511;119.5075368
l54;"SRID=4326;LINESTRING(8.44554248929306 48.9860881753906,8.3133401659254 49.0090434643525)";0.527858213;258.6505243;122.2423098;165.0160969;0.336767545;490;;l54;"SRID=4326;LINESTRING(8.44554248929306 48.9860881753906,8.3133401659254 49.0090434643525)";;;;;;;;;;l54;122.2423098;165.0160969
l55;"SRID=4326;LINESTRING(8.44554248929306 48.9860881753906,8.64158406338239 48.8900524832355)";0.063987979;31.35410967;16.73868816;36.26323056;0.074006593;490;;l55;"SRID=4326;LINESTRING(8.44554248929306 48.9860881753906,8.64158406338239 48.8900524832355)";;;;;;;;;;l55;16.73868816;36.26323056
l56;"SRID=4326;LINESTRING(8.64158406338239 48.8900524832355,8.3133401659254 49.0090434643525)";0.203290278;99.61223614;45.86151685;73.43699566;0.14987142;490;;l56;"SRID=4326;LINESTRING(8.64158406338239 48.8900524832355,8.3133401659254 49.0090434643525)";;;;;;;;;;l56;45.86151685;73.43699566
l57;"SRID=4326;LINESTRING(8.56374399744213 53.0317215835514,8.47470704898602 53.4286511943138)";0.115269411;195.957999;104.403961;446.1220393;0.262424729;1700;;l57;"SRID=4326;LINESTRING(8.56374399744213 53.0317215835514,8.47470704898602 53.4286511943138)";;;;;;;;;;l57;104.403961;446.1220393
l58;"SRID=4326;LINESTRING(8.51888180951659 53.2026352836834,8.82002487241632 53.1073882918815)";0.382351303;187.3521386;154.222654;187.3521386;0.382351303;490;;l58;"SRID=4326;LINESTRING(8.51888180951659 53.2026352836834,8.82002487241632 53.1073882918815)";;;;;;;;;;l58;154.222654;187.3521386
l59;"SRID=4326;LINESTRING(9.5017896678173 53.5428143723363,8.51888180951659 53.2026352836834)";0.075273872;127.9655816;118.7824811;359.7044574;0.211590857;1700;;l59;"SRID=4326;LINESTRING(9.5017896678173 53.5428143723363,8.51888180951659 53.2026352836834)";;;;;;;;;;l59;118.7824811;359.7044574
l60;"SRID=4326;LINESTRING(8.12076909802284 48.7048354259965,8.3133401659254 49.0090434643525)";0.260845571;127.8143296;59.71949409;116.8296961;0.238427951;490;;l60;"SRID=4326;LINESTRING(8.12076909802284 48.7048354259965,8.3133401659254 49.0090434643525)";;;;;;;;;;l60;59.71949409;116.8296961
l61;"SRID=4326;LINESTRING(11.3704262486892 48.2914922329548,11.4407746483177 48.1718035473026)";0.039803583;67.66609044;43.31314664;54.98581261;0.032344596;1700;;l61;"SRID=4326;LINESTRING(11.3704262486892 48.2914922329548,11.4407746483177 48.1718035473026)";;;;;;;;;;l61;43.31314664;54.98581261
l62;"SRID=4326;LINESTRING(14.54 49.736,12.1147644054101 49.6311550521523)";0.064138678;109.0357526;384.0603826;583.0891537;0.34299362;1700;;l62;"SRID=4326;LINESTRING(14.54 49.736,12.1147644054101 49.6311550521523)";;;;;;;;;;l62;384.0603826;583.0891537
l63;"SRID=4326;LINESTRING(8.56374399744213 53.0317215835514,8.69516075602312 53.0925360847799)";0.077528613;131.7986425;127.3805461;372.5974539;0.219174973;1700;;l63;"SRID=4326;LINESTRING(8.56374399744213 53.0317215835514,8.69516075602312 53.0925360847799)";;;;;;;;;;l63;127.3805461;372.5974539
l64;"SRID=4326;LINESTRING(8.51888180951659 53.2026352836834,8.69516075602312 53.0925360847799)";0.081542703;138.6225951;143.0062158;400.667442;0.235686731;1700;;l64;"SRID=4326;LINESTRING(8.51888180951659 53.2026352836834,8.69516075602312 53.0925360847799)";;;;;;;;;;l64;143.0062158;400.667442
l65;"SRID=4326;LINESTRING(8.77244296019056 49.974668665137,8.41937105938048 49.6337356823792)";0.127712442;217.1111515;193.0569365;369.5917056;0.217406886;1700;;l65;"SRID=4326;LINESTRING(8.77244296019056 49.974668665137,8.41937105938048 49.6337356823792)";;;;;;;;;;l65;193.0569365;369.5917056
l66;"SRID=4326;LINESTRING(8.38855636787547 49.9823050841271,8.41937105938048 49.6337356823792)";0.194362626;330.4164636;235.053262;443.7001123;0.261000066;1700;;l66;"SRID=4326;LINESTRING(8.38855636787547 49.9823050841271,8.41937105938048 49.6337356823792)";;;;;;;;;;l66;235.053262;443.7001123
l67;"SRID=4326;LINESTRING(12.2621734868101 51.7410202755519,11.8942661378135 51.4057031412478)";0.029832201;50.71474236;101.725561;264.4556895;0.15556217;1700;;l67;"SRID=4326;LINESTRING(12.2621734868101 51.7410202755519,11.8942661378135 51.4057031412478)";;;;;;;;;;l67;101.725561;264.4556895
l68;"SRID=4326;LINESTRING(13.1570904871893 51.8284516615019,13.9024346886892 51.8747235190459)";0.299912706;509.8516009;239.0923423;452.6592732;0.266270161;1700;;l68;"SRID=4326;LINESTRING(13.1570904871893 51.8284516615019,13.9024346886892 51.8747235190459)";;;;;;;;;;l68;239.0923423;452.6592732
l69;"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,11.5165549672107 51.5843592098734)";0.062592113;106.4065918;94.12982518;238.666956;0.140392327;1700;;l69;"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,11.5165549672107 51.5843592098734)";;;;;;;;;;l69;94.12982518;238.666956
l70;"SRID=4326;LINESTRING(11.8942661378135 51.4057031412478,11.5165549672107 51.5843592098734)";0.182618834;310.4520175;198.435668;395.6207614;0.232718095;1700;;l70;"SRID=4326;LINESTRING(11.8942661378135 51.4057031412478,11.5165549672107 51.5843592098734)";;;;;;;;;;l70;198.435668;395.6207614
l71;"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,11.8942661378135 51.4057031412478)";0.021954036;37.32186059;86.4436934;208.0076675;0.122357451;1700;;l71;"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,11.8942661378135 51.4057031412478)";;;;;;;;;;l71;86.4436934;208.0076675
l72;"SRID=4326;LINESTRING(8.70221844882815 51.7363525828065,8.99279240395088 51.343009397907)";0.026486798;45.02755694;103.695662;215.1516057;0.126559768;1700;;l72;"SRID=4326;LINESTRING(8.70221844882815 51.7363525828065,8.99279240395088 51.343009397907)";;;;;;;;;;l72;103.695662;215.1516057
l73;"SRID=4326;LINESTRING(8.70221844882815 51.7363525828065,8.99279240395088 51.343009397907)";0.026486798;45.02755694;103.695662;215.1516057;0.126559768;1700;;l73;"SRID=4326;LINESTRING(8.70221844882815 51.7363525828065,8.99279240395088 51.343009397907)";;;;;;;;;;l73;103.695662;215.1516057
l74;"SRID=4326;LINESTRING(8.99279240395088 51.343009397907,9.25938382024592 51.0603668474477)";0.050536275;85.91166666;145.1294199;529.3048143;0.311355773;1700;;l74;"SRID=4326;LINESTRING(8.99279240395088 51.343009397907,9.25938382024592 51.0603668474477)";;;;;;;;;;l74;145.1294199;529.3048143
l75;"SRID=4326;LINESTRING(8.99279240395088 51.343009397907,9.25938382024592 51.0603668474477)";0.050536275;85.91166666;145.1294199;529.3048143;0.311355773;1700;;l75;"SRID=4326;LINESTRING(8.99279240395088 51.343009397907,9.25938382024592 51.0603668474477)";;;;;;;;;;l75;145.1294199;529.3048143
l76;"SRID=4326;LINESTRING(13.1570904871893 51.8284516615019,11.8942661378135 51.4057031412478)";0.099749097;169.5734642;176.1957423;326.2985837;0.191940343;1700;;l76;"SRID=4326;LINESTRING(13.1570904871893 51.8284516615019,11.8942661378135 51.4057031412478)";;;;;;;;;;l76;176.1957423;326.2985837
l77;"SRID=4326;LINESTRING(13.6834769666546 54.1390906406635,13.1433929102518 53.9081469774219)";0.097538884;165.8161022;112.6950282;368.6605069;0.216859122;1700;;l77;"SRID=4326;LINESTRING(13.6834769666546 54.1390906406635,13.1433929102518 53.9081469774219)";;;;;;;;;;l77;112.6950282;368.6605069
l78;"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,13.3057532949594 52.2307818451873)";0.129271518;63.34304395;49.37853373;132.5681351;0.270547215;490;;l78;"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,13.3057532949594 52.2307818451873)";;;;;;;;;;l78;49.37853373;132.5681351
l79;"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,13.9024346886892 51.8747235190459)";0.051457603;87.4779253;68.87268004;323.4831381;0.190284199;1700;;l79;"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,13.9024346886892 51.8747235190459)";;;;;;;;;;l79;68.87268004;323.4831381
l80;"SRID=4326;LINESTRING(13.3057532949594 52.2307818451873,13.9024346886892 51.8747235190459)";0.059602216;29.20508579;66.83739476;180.4892604;0.368345429;490;;l80;"SRID=4326;LINESTRING(13.3057532949594 52.2307818451873,13.9024346886892 51.8747235190459)";;;;;;;;;;l80;66.83739476;180.4892604
l81;"SRID=4326;LINESTRING(11.6463786274424 50.534876971042,11.1228545605428 50.9989090670144)";0.049794222;84.65017823;125.2295242;185.5349693;0.109138217;1700;;l81;"SRID=4326;LINESTRING(11.6463786274424 50.534876971042,11.1228545605428 50.9989090670144)";;;;;;;;;;l81;125.2295242;185.5349693
l82;"SRID=4326;LINESTRING(14.4719654742998 51.5538127185923,14.5081091811329 51.4137103812427)";0.049452723;84.06962894;202.2056608;348.2234747;0.204837338;1700;;l82;"SRID=4326;LINESTRING(14.4719654742998 51.5538127185923,14.5081091811329 51.4137103812427)";;;;;;;;;;l82;202.2056608;348.2234747
l83;"SRID=4326;LINESTRING(14.4719654742998 51.5538127185923,14.5081091811329 51.4137103812427)";0.049490938;84.13459479;202.3619178;348.4925687;0.204995629;1700;;l83;"SRID=4326;LINESTRING(14.4719654742998 51.5538127185923,14.5081091811329 51.4137103812427)";;;;;;;;;;l83;202.3619178;348.4925687
l84;"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,14.4719654742998 51.5538127185923)";0.045987339;78.17847708;186.6128038;336.0955216;0.197703248;1700;;l84;"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,14.4719654742998 51.5538127185923)";;;;;;;;;;l84;186.6128038;336.0955216
l85;"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,14.4719654742998 51.5538127185923)";0.045976248;78.15962223;186.5677971;336.0144631;0.197655567;1700;;l85;"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,14.4719654742998 51.5538127185923)";;;;;;;;;;l85;186.5677971;336.0144631
l86;"SRID=4326;LINESTRING(8.12264230304551 53.5605160490331,8.14191382633093 53.5640011680095)";0.026198991;12.83750561;20.38562881;50.0480331;0.102138843;490;;l86;"SRID=4326;LINESTRING(8.12264230304551 53.5605160490331,8.14191382633093 53.5640011680095)";;;;;;;;;;l86;20.38562881;50.0480331
l87;"SRID=4326;LINESTRING(10.1562824575947 54.2755482549913,10.1773541034729 54.3395212638642)";0.268614072;131.6208955;93.69212234;150.7719107;0.307697777;490;;l87;"SRID=4326;LINESTRING(10.1562824575947 54.2755482549913,10.1773541034729 54.3395212638642)";;;;;;;;;;l87;93.69212234;150.7719107
