l_id;wkt_srid_4326;24 Hous rel;24 Hours abs;100 Hours average abs;100 Hours max abs;100 Hours max average rel;cap;;;;;;;;;;;;;;;
l159;"SRID=4326;LINESTRING(6.93488869659333 51.0335223350589,6.96568442352005 51.0693295322353)";0.015691578;7.688873048;34.14746177;98.88650132;0.201809186;490;;l159;"SRID=4326;LINESTRING(6.93488869659333 51.0335223350589,6.96568442352005 51.0693295322353)";;;;;;;;;;l159;34.14746177;98.88650132
l160;"SRID=4326;LINESTRING(6.62582790177014 51.2606098249047,6.70967369516713 51.0909407427733)";0.396286252;194.1802637;160.1575492;399.1784683;0.814649935;490;;l160;"SRID=4326;LINESTRING(6.62582790177014 51.2606098249047,6.70967369516713 51.0909407427733)";;;;;;;;;;l160;160.1575492;399.1784683
l161;"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,7.01293742640329 50.6176584938251)";0.246570548;120.8195686;77.93313498;99.03729315;0.202116925;490;;l161;"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,7.01293742640329 50.6176584938251)";;;;;;;;;;l161;77.93313498;99.03729315
l162;"SRID=4326;LINESTRING(7.19316578267403 50.798335064694,7.86394571365263 50.7682419129404)";0.075177238;36.8368465;125.0584955;188.6834734;0.385068313;490;;l162;"SRID=4326;LINESTRING(7.19316578267403 50.798335064694,7.86394571365263 50.7682419129404)";;;;;;;;;;l162;125.0584955;188.6834734
l163;"SRID=4326;LINESTRING(7.03761988504233 51.5985496311832,7.06030699176008 51.6964760130648)";0.057677623;28.26203538;35.37623234;81.90112498;0.167145153;490;;l163;"SRID=4326;LINESTRING(7.03761988504233 51.5985496311832,7.06030699176008 51.6964760130648)";;;;;;;;;;l163;35.37623234;81.90112498
l164;"SRID=4326;LINESTRING(7.23319684331545 51.2325069075148,7.86394571365263 50.7682419129404)";0.012715607;21.6165319;409.809581;535.920854;0.315247561;1700;;l164;"SRID=4326;LINESTRING(7.23319684331545 51.2325069075148,7.86394571365263 50.7682419129404)";;;;;;;;;;l164;409.809581;535.920854
l165;"SRID=4326;LINESTRING(6.62582790177014 51.2606098249047,6.33006858948983 51.2429161503794)";0.318266139;155.9504082;41.48364468;99.81822705;0.203710667;490;;l165;"SRID=4326;LINESTRING(6.62582790177014 51.2606098249047,6.33006858948983 51.2429161503794)";;;;;;;;;;l165;41.48364468;99.81822705
l166;"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,7.50597329671546 51.401592550355)";0.041328706;20.25106598;56.66150984;176.7291819;0.3606718;490;;l166;"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,7.50597329671546 51.401592550355)";;;;;;;;;;l166;56.66150984;176.7291819
l167;"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,7.0235444991641 50.999068409611)";0.89994924;440.9751278;112.9802826;260.0784056;0.530772256;490;;l167;"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,7.0235444991641 50.999068409611)";;;;;;;;;;l167;112.9802826;260.0784056
l168;"SRID=4326;LINESTRING(7.19316578267403 50.798335064694,7.86394571365263 50.7682419129404)";0.075177238;36.8368465;125.0584955;188.6834734;0.385068313;490;;l168;"SRID=4326;LINESTRING(7.19316578267403 50.798335064694,7.86394571365263 50.7682419129404)";;;;;;;;;;l168;125.0584955;188.6834734
l169;"SRID=4326;LINESTRING(7.12308195236379 51.1715887782054,7.86394571365263 50.7682419129404)";0.039685797;67.46585465;410.2850915;536.2652951;0.315450174;1700;;l169;"SRID=4326;LINESTRING(7.12308195236379 51.1715887782054,7.86394571365263 50.7682419129404)";;;;;;;;;;l169;410.2850915;536.2652951
l170;"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,7.72438401522458 51.4093341305984)";0.10665265;52.2597983;38.87431867;52.2597983;0.10665265;490;;l170;"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,7.72438401522458 51.4093341305984)";;;;;;;;;;l170;38.87431867;52.2597983
l171;"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,7.0235444991641 50.999068409611)";0.89994924;440.9751278;112.9802826;260.0784056;0.530772256;490;;l171;"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,7.0235444991641 50.999068409611)";;;;;;;;;;l171;112.9802826;260.0784056
l172;"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,6.84223115147656 50.8598647243573)";0.015264289;7.479501787;485.2281589;490;1;490;;l172;"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,6.84223115147656 50.8598647243573)";;;;;;;;;;l172;485.2281589;490
l173;"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,7.19316578267403 50.798335064694)";0.328768594;161.0966111;37.57746093;96.37296822;0.196679527;490;;l173;"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,7.19316578267403 50.798335064694)";;;;;;;;;;l173;37.57746093;96.37296822
l174;"SRID=4326;LINESTRING(7.0235444991641 50.999068409611,7.0473845241055 50.9055286094924)";0.095454883;46.77289244;166.9237966;192.1528511;0.392148676;490;;l174;"SRID=4326;LINESTRING(7.0235444991641 50.999068409611,7.0473845241055 50.9055286094924)";;;;;;;;;;l174;166.9237966;192.1528511
l175;"SRID=4326;LINESTRING(7.0235444991641 50.999068409611,7.0473845241055 50.9055286094924)";0.095454883;46.77289244;166.9237966;192.1528511;0.392148676;490;;l175;"SRID=4326;LINESTRING(7.0235444991641 50.999068409611,7.0473845241055 50.9055286094924)";;;;;;;;;;l175;166.9237966;192.1528511
l176;"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,7.19316578267403 50.798335064694)";0.328171358;160.8039657;37.50919832;96.19789866;0.196322242;490;;l176;"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,7.19316578267403 50.798335064694)";;;;;;;;;;l176;37.50919832;96.19789866
l177;"SRID=4326;LINESTRING(8.364229530696 51.9271204904611,7.99288723332679 51.6837077155955)";0.015784985;26.83447432;132.5688228;261.3848178;0.153755775;1700;;l177;"SRID=4326;LINESTRING(8.364229530696 51.9271204904611,7.99288723332679 51.6837077155955)";;;;;;;;;;l177;132.5688228;261.3848178
l178;"SRID=4326;LINESTRING(6.45655246642153 50.8713380368705,6.48812326381716 50.8810703125704)";0.003668761;6.236893372;12.35577401;21.69989125;0.012764642;1700;;l178;"SRID=4326;LINESTRING(6.45655246642153 50.8713380368705,6.48812326381716 50.8810703125704)";;;;;;;;;;l178;12.35577401;21.69989125
l179;"SRID=4326;LINESTRING(8.05408735442182 53.3323026933898,8.47470704898602 53.4286511943138)";0.059160368;100.572625;123.1041532;476.1780419;0.280104731;1700;;l179;"SRID=4326;LINESTRING(8.05408735442182 53.3323026933898,8.47470704898602 53.4286511943138)";;;;;;;;;;l179;123.1041532;476.1780419
l180;"SRID=4326;LINESTRING(8.47791063608626 53.428485468955,8.05283751634017 53.3338809598955)";0.024256755;11.88581002;15.72477835;59.67505037;0.121785817;490;;l180;"SRID=4326;LINESTRING(8.47791063608626 53.428485468955,8.05283751634017 53.3338809598955)";;;;;;;;;;l180;15.72477835;59.67505037
l181;"SRID=4326;LINESTRING(6.57648208812114 51.0555954583116,6.70967369516713 51.0909407427733)";0.101800281;49.88213765;96.88361458;198.7072303;0.40552496;490;;l181;"SRID=4326;LINESTRING(6.57648208812114 51.0555954583116,6.70967369516713 51.0909407427733)";;;;;;;;;;l181;96.88361458;198.7072303
l182;"SRID=4326;LINESTRING(6.85153113794826 50.9841704680083,6.80461158012622 50.9662452961379)";0.029026237;14.22285627;7.640341942;9.548836218;0.019487421;490;;l182;"SRID=4326;LINESTRING(6.85153113794826 50.9841704680083,6.80461158012622 50.9662452961379)";;;;;;;;;;l182;7.640341942;9.548836218
l183;"SRID=4326;LINESTRING(6.57648208812114 51.0555954583116,6.70220337779745 51.0088609096753)";0.5323102;260.831998;256.4071439;490;1;490;;l183;"SRID=4326;LINESTRING(6.57648208812114 51.0555954583116,6.70220337779745 51.0088609096753)";;;;;;;;;;l183;256.4071439;490
l184;"SRID=4326;LINESTRING(7.00674987859998 51.5999114220203,7.06030699176008 51.6964760130648)";0.092221034;156.7757573;59.73311583;155.2271515;0.091310089;1700;;l184;"SRID=4326;LINESTRING(7.00674987859998 51.5999114220203,7.06030699176008 51.6964760130648)";;;;;;;;;;l184;59.73311583;155.2271515
l185;"SRID=4326;LINESTRING(6.85153113794826 50.9841704680083,6.80461158012622 50.9662452961379)";0.029026237;14.22285627;7.640341942;9.548836218;0.019487421;490;;l185;"SRID=4326;LINESTRING(6.85153113794826 50.9841704680083,6.80461158012622 50.9662452961379)";;;;;;;;;;l185;7.640341942;9.548836218
l186;"SRID=4326;LINESTRING(6.70220337779745 51.0088609096753,6.59601979462215 50.9525274624278)";0.275875406;468.9881904;1299.253599;1700;1;1700;;l186;"SRID=4326;LINESTRING(6.70220337779745 51.0088609096753,6.59601979462215 50.9525274624278)";;;;;;;;;;l186;1299.253599;1700
l187;"SRID=4326;LINESTRING(7.35311186939787 51.5758105020818,7.33861258614081 51.6319781250427)";0.010962535;18.63630909;15.91554788;21.61268474;0.012713344;1700;;l187;"SRID=4326;LINESTRING(7.35311186939787 51.5758105020818,7.33861258614081 51.6319781250427)";;;;;;;;;;l187;15.91554788;21.61268474
l188;"SRID=4326;LINESTRING(7.35311186939787 51.5758105020818,7.70831848872651 51.6762033088437)";0.017367273;29.52436332;74.80508264;173.2517037;0.101912767;1700;;l188;"SRID=4326;LINESTRING(7.35311186939787 51.5758105020818,7.70831848872651 51.6762033088437)";;;;;;;;;;l188;74.80508264;173.2517037
l189;"SRID=4326;LINESTRING(7.61702099509812 51.6371337640588,7.70831848872651 51.6762033088437)";0.010217972;17.37055196;17.64954451;28.1490559;0.016558268;1700;;l189;"SRID=4326;LINESTRING(7.61702099509812 51.6371337640588,7.70831848872651 51.6762033088437)";;;;;;;;;;l189;17.64954451;28.1490559
l190;"SRID=4326;LINESTRING(7.35311186939787 51.5758105020818,7.33861258614081 51.6319781250427)";0.010990983;18.68467161;15.95684984;21.66877116;0.012746336;1700;;l190;"SRID=4326;LINESTRING(7.35311186939787 51.5758105020818,7.33861258614081 51.6319781250427)";;;;;;;;;;l190;15.95684984;21.66877116
l191;"SRID=4326;LINESTRING(7.52228010104186 51.5321980552231,7.70831848872651 51.6762033088437)";0.343358807;168.2458155;12.58744973;20.41454277;0.041662332;490;;l191;"SRID=4326;LINESTRING(7.52228010104186 51.5321980552231,7.70831848872651 51.6762033088437)";;;;;;;;;;l191;12.58744973;20.41454277
l192;"SRID=4326;LINESTRING(6.90660779028721 51.5652424465435,6.92675896360373 51.4992056838496)";0.039760598;67.5930166;54.41411709;122.7323472;0.072195498;1700;;l192;"SRID=4326;LINESTRING(6.90660779028721 51.5652424465435,6.92675896360373 51.4992056838496)";;;;;;;;;;l192;54.41411709;122.7323472
l193;"SRID=4326;LINESTRING(7.00674987859998 51.5999114220203,6.92675896360373 51.4992056838496)";0.071387145;34.97970123;31.7719631;84.82227503;0.173106684;490;;l193;"SRID=4326;LINESTRING(7.00674987859998 51.5999114220203,6.92675896360373 51.4992056838496)";;;;;;;;;;l193;31.7719631;84.82227503
l194;"SRID=4326;LINESTRING(7.03761988504233 51.5985496311832,6.92675896360373 51.4992056838496)";0.035330325;17.31185912;29.91653638;60.88763606;0.124260482;490;;l194;"SRID=4326;LINESTRING(7.03761988504233 51.5985496311832,6.92675896360373 51.4992056838496)";;;;;;;;;;l194;29.91653638;60.88763606
l195;"SRID=4326;LINESTRING(6.92675896360373 51.4992056838496,6.96734393053748 51.4908618864265)";0.379910806;186.1562948;14.50952491;17.99816385;0.036730947;490;;l195;"SRID=4326;LINESTRING(6.92675896360373 51.4992056838496,6.96734393053748 51.4908618864265)";;;;;;;;;;l195;14.50952491;17.99816385
l196;"SRID=4326;LINESTRING(6.92675896360373 51.4992056838496,6.96734393053748 51.4908618864265)";0.380575954;186.4822177;14.53492822;18.02967508;0.036795255;490;;l196;"SRID=4326;LINESTRING(6.92675896360373 51.4992056838496,6.96734393053748 51.4908618864265)";;;;;;;;;;l196;14.53492822;18.02967508
l197;"SRID=4326;LINESTRING(6.90660779028721 51.5652424465435,6.68078798893986 51.6462959356851)";0.036717509;62.41976581;41.86866165;107.3240494;0.063131794;1700;;l197;"SRID=4326;LINESTRING(6.90660779028721 51.5652424465435,6.68078798893986 51.6462959356851)";;;;;;;;;;l197;41.86866165;107.3240494
l198;"SRID=4326;LINESTRING(6.92675896360373 51.4992056838496,6.87287359352087 51.4457833372124)";0.092583244;45.36578972;37.93579371;51.10513933;0.104296203;490;;l198;"SRID=4326;LINESTRING(6.92675896360373 51.4992056838496,6.87287359352087 51.4457833372124)";;;;;;;;;;l198;37.93579371;51.10513933
l199;"SRID=4326;LINESTRING(6.92675896360373 51.4992056838496,6.87287359352087 51.4457833372124)";0.093337572;45.73541028;38.24487791;51.52152159;0.105145962;490;;l199;"SRID=4326;LINESTRING(6.92675896360373 51.4992056838496,6.87287359352087 51.4457833372124)";;;;;;;;;;l199;38.24487791;51.52152159
l200;"SRID=4326;LINESTRING(7.00674987859998 51.5999114220203,7.06030699176008 51.6964760130648)";0.087311929;148.4302797;56.55340624;146.9641092;0.086449476;1700;;l200;"SRID=4326;LINESTRING(7.00674987859998 51.5999114220203,7.06030699176008 51.6964760130648)";;;;;;;;;;l200;56.55340624;146.9641092
l201;"SRID=4326;LINESTRING(6.86804496307922 51.3744747805902,6.72376714521247 51.3556543809247)";0.08850834;43.36908675;121.2343152;149.3381091;0.304771651;490;;l201;"SRID=4326;LINESTRING(6.86804496307922 51.3744747805902,6.72376714521247 51.3556543809247)";;;;;;;;;;l201;121.2343152;149.3381091
l202;"SRID=4326;LINESTRING(6.45655246642153 50.8713380368705,6.48812326381716 50.8810703125704)";0.003668761;6.236893372;12.35577401;21.69989125;0.012764642;1700;;l202;"SRID=4326;LINESTRING(6.45655246642153 50.8713380368705,6.48812326381716 50.8810703125704)";;;;;;;;;;l202;12.35577401;21.69989125
l203;"SRID=4326;LINESTRING(6.68078798893986 51.6462959356851,6.78752251671348 51.505550100013)";0.440454284;215.8225992;85.79981581;166.1695246;0.339121479;490;;l203;"SRID=4326;LINESTRING(6.68078798893986 51.6462959356851,6.78752251671348 51.505550100013)";;;;;;;;;;l203;85.79981581;166.1695246
l204;"SRID=4326;LINESTRING(6.70220337779745 51.0088609096753,6.62284323546559 51.258713368098)";0.024839803;42.22766453;351.0428759;1546.72733;0.909839606;1700;;l204;"SRID=4326;LINESTRING(6.70220337779745 51.0088609096753,6.62284323546559 51.258713368098)";;;;;;;;;;l204;351.0428759;1546.72733
l205;"SRID=4326;LINESTRING(6.45655246642153 50.8713380368705,6.48812326381716 50.8810703125704)";0.003668761;6.236893372;12.35577401;21.69989125;0.012764642;1700;;l205;"SRID=4326;LINESTRING(6.45655246642153 50.8713380368705,6.48812326381716 50.8810703125704)";;;;;;;;;;l205;12.35577401;21.69989125
l206;"SRID=4326;LINESTRING(6.68078798893986 51.6462959356851,6.81216588075166 51.5196200118095)";0.058355941;28.59441114;25.94888014;40.59613105;0.082849247;490;;l206;"SRID=4326;LINESTRING(6.68078798893986 51.6462959356851,6.81216588075166 51.5196200118095)";;;;;;;;;;l206;25.94888014;40.59613105
l207;"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,11.7273534150745 52.5689469938591)";0.095720806;162.72537;197.325717;455.6817275;0.268048075;1700;;l207;"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,11.7273534150745 52.5689469938591)";;;;;;;;;;l207;197.325717;455.6817275
l208;"SRID=4326;LINESTRING(6.62582790177014 51.2606098249047,6.72031000055597 51.3915325380171)";0.22945799;112.4344153;30.13980424;66.84849869;0.136425508;490;;l208;"SRID=4326;LINESTRING(6.62582790177014 51.2606098249047,6.72031000055597 51.3915325380171)";;;;;;;;;;l208;30.13980424;66.84849869
l209;"SRID=4326;LINESTRING(6.62582790177014 51.2606098249047,6.54240844257145 51.2994458149911)";1;490;153.0341982;335.1659311;0.684012104;490;;l209;"SRID=4326;LINESTRING(6.62582790177014 51.2606098249047,6.54240844257145 51.2994458149911)";;;;;;;;;;l209;153.0341982;335.1659311
l210;"SRID=4326;LINESTRING(6.6746753206169 51.3249574728255,6.62582790177014 51.2606098249047)";0.241808788;118.4863061;75.04904937;209.369357;0.427284402;490;;l210;"SRID=4326;LINESTRING(6.6746753206169 51.3249574728255,6.62582790177014 51.2606098249047)";;;;;;;;;;l210;75.04904937;209.369357
l211;"SRID=4326;LINESTRING(13.0786421047586 54.2848461697305,13.6834769666546 54.1390906406635)";0.08392127;41.12142241;46.546238;116.1921344;0.237126805;490;;l211;"SRID=4326;LINESTRING(13.0786421047586 54.2848461697305,13.6834769666546 54.1390906406635)";;;;;;;;;;l211;46.546238;116.1921344
l212;"SRID=4326;LINESTRING(13.0786421047586 54.2848461697305,13.6834769666546 54.1390906406635)";0.084001675;41.16082053;46.59083359;116.3034572;0.237353994;490;;l212;"SRID=4326;LINESTRING(13.0786421047586 54.2848461697305,13.6834769666546 54.1390906406635)";;;;;;;;;;l212;46.59083359;116.3034572
l213;"SRID=4326;LINESTRING(8.02029033797883 50.9236168949394,7.86394571365263 50.7682419129404)";0.114372684;56.04261522;47.72045974;64.55465646;0.131744197;490;;l213;"SRID=4326;LINESTRING(8.02029033797883 50.9236168949394,7.86394571365263 50.7682419129404)";;;;;;;;;;l213;47.72045974;64.55465646
l214;"SRID=4326;LINESTRING(13.9570055475871 53.252171625753,13.7096697058228 52.5397952580643)";0.590284703;289.2395043;152.394936;289.2395043;0.590284703;490;;l214;"SRID=4326;LINESTRING(13.9570055475871 53.252171625753,13.7096697058228 52.5397952580643)";;;;;;;;;;l214;152.394936;289.2395043
l215;"SRID=4326;LINESTRING(14.270834670665 53.0962865535819,14.0336963684666 53.5078685980791)";0.749561786;367.2852749;405.655652;490;1;490;;l215;"SRID=4326;LINESTRING(14.270834670665 53.0962865535819,14.0336963684666 53.5078685980791)";;;;;;;;;;l215;405.655652;490
l216;"SRID=4326;LINESTRING(17.651 52.421,14.270834670665 53.0962865535819)";0.645593722;316.340924;398.2055577;489.2532195;0.998475958;490;;l216;"SRID=4326;LINESTRING(17.651 52.421,14.270834670665 53.0962865535819)";;;;;;;;;;l216;398.2055577;489.2532195
l217;"SRID=4326;LINESTRING(13.9570055475871 53.252171625753,14.0336963684666 53.5078685980791)";0.368769344;180.6969787;227.2227945;450.0371613;0.918443186;490;;l217;"SRID=4326;LINESTRING(13.9570055475871 53.252171625753,14.0336963684666 53.5078685980791)";;;;;;;;;;l217;227.2227945;450.0371613
l218;"SRID=4326;LINESTRING(14.270834670665 53.0962865535819,13.7096697058228 52.5397952580643)";0.161302731;79.03833806;188.7832221;373.4155515;0.762072554;490;;l218;"SRID=4326;LINESTRING(14.270834670665 53.0962865535819,13.7096697058228 52.5397952580643)";;;;;;;;;;l218;188.7832221;373.4155515
l219;"SRID=4326;LINESTRING(9.90884752815356 53.4880466403676,9.5017896678173 53.5428143723363)";0.06943736;118.0435121;249.1727143;499.5641354;0.293861256;1700;;l219;"SRID=4326;LINESTRING(9.90884752815356 53.4880466403676,9.5017896678173 53.5428143723363)";;;;;;;;;;l219;249.1727143;499.5641354
l220;"SRID=4326;LINESTRING(9.90884752815356 53.4880466403676,10.1575015165126 53.5551316685834)";0.340349493;578.5941377;320.1110588;771.9866202;0.454109777;1700;;l220;"SRID=4326;LINESTRING(9.90884752815356 53.4880466403676,10.1575015165126 53.5551316685834)";;;;;;;;;;l220;320.1110588;771.9866202
l221;"SRID=4326;LINESTRING(9.90884752815356 53.4880466403676,10.1575015165126 53.5551316685834)";0.085219479;144.8731136;80.15201463;193.2962988;0.113703705;1700;;l221;"SRID=4326;LINESTRING(9.90884752815356 53.4880466403676,10.1575015165126 53.5551316685834)";;;;;;;;;;l221;80.15201463;193.2962988
l222;"SRID=4326;LINESTRING(9.90884752815356 53.4880466403676,9.5017896678173 53.5428143723363)";0.069488249;118.1300241;249.3553285;499.9302569;0.294076622;1700;;l222;"SRID=4326;LINESTRING(9.90884752815356 53.4880466403676,9.5017896678173 53.5428143723363)";;;;;;;;;;l222;249.3553285;499.9302569
l223;"SRID=4326;LINESTRING(6.61738109142906 51.4757909635544,6.65673519501182 51.379523634379)";0.168283026;82.45868278;136.2940184;285.7924151;0.583249827;490;;l223;"SRID=4326;LINESTRING(6.61738109142906 51.4757909635544,6.65673519501182 51.379523634379)";;;;;;;;;;l223;136.2940184;285.7924151
l224;"SRID=4326;LINESTRING(6.61738109142906 51.4757909635544,6.72376714521247 51.3556543809247)";0.022903779;11.22285166;90.14799094;200.2207656;0.408613807;490;;l224;"SRID=4326;LINESTRING(6.61738109142906 51.4757909635544,6.72376714521247 51.3556543809247)";;;;;;;;;;l224;90.14799094;200.2207656
l225;"SRID=4326;LINESTRING(6.61738109142906 51.4757909635544,6.7111452744645 51.5261875490663)";0.094513249;160.6725239;124.9962381;262.2870172;0.154286481;1700;;l225;"SRID=4326;LINESTRING(6.61738109142906 51.4757909635544,6.7111452744645 51.5261875490663)";;;;;;;;;;l225;124.9962381;262.2870172
l226;"SRID=4326;LINESTRING(6.61738109142906 51.4757909635544,6.68934277038931 51.5764228881728)";0.094385854;160.455951;128.2029798;271.9549089;0.159973476;1700;;l226;"SRID=4326;LINESTRING(6.61738109142906 51.4757909635544,6.68934277038931 51.5764228881728)";;;;;;;;;;l226;128.2029798;271.9549089
l227;"SRID=4326;LINESTRING(6.22183144595687 51.6946456422206,6.68078798893986 51.6462959356851)";0.043285303;21.20979859;125.904911;177.992922;0.363250861;490;;l227;"SRID=4326;LINESTRING(6.22183144595687 51.6946456422206,6.68078798893986 51.6462959356851)";;;;;;;;;;l227;125.904911;177.992922
l228;"SRID=4326;LINESTRING(6.92675896360373 51.4992056838496,6.78752251671348 51.505550100013)";0.623336326;305.4347998;106.1334316;186.9765468;0.381584789;490;;l228;"SRID=4326;LINESTRING(6.92675896360373 51.4992056838496,6.78752251671348 51.505550100013)";;;;;;;;;;l228;106.1334316;186.9765468
l229;"SRID=4326;LINESTRING(6.92675896360373 51.4992056838496,6.78752251671348 51.505550100013)";0.623999322;305.7596676;106.2463176;187.1754195;0.381990652;490;;l229;"SRID=4326;LINESTRING(6.92675896360373 51.4992056838496,6.78752251671348 51.505550100013)";;;;;;;;;;l229;106.2463176;187.1754195
l230;"SRID=4326;LINESTRING(6.72376714521247 51.3556543809247,6.72031000055597 51.3915325380171)";0.205133709;100.5155175;144.4543222;291.9835441;0.595884784;490;;l230;"SRID=4326;LINESTRING(6.72376714521247 51.3556543809247,6.72031000055597 51.3915325380171)";;;;;;;;;;l230;144.4543222;291.9835441
l231;"SRID=4326;LINESTRING(6.65673519501182 51.379523634379,6.72376714521247 51.3556543809247)";0.320689859;157.1380311;51.43490204;99.71488234;0.20349976;490;;l231;"SRID=4326;LINESTRING(6.65673519501182 51.379523634379,6.72376714521247 51.3556543809247)";;;;;;;;;;l231;51.43490204;99.71488234
l232;"SRID=4326;LINESTRING(6.72376714521247 51.3556543809247,6.72365237186396 51.375845810902)";0.12469005;61.09812465;21.4030013;26.34761191;0.053770637;490;;l232;"SRID=4326;LINESTRING(6.72376714521247 51.3556543809247,6.72365237186396 51.375845810902)";;;;;;;;;;l232;21.4030013;26.34761191
l233;"SRID=4326;LINESTRING(8.61664767275337 48.0659537906797,8.87294280487974 48.3100912582216)";0.023145033;39.34655675;84.76008932;200.0860235;0.117697661;1700;;l233;"SRID=4326;LINESTRING(8.61664767275337 48.0659537906797,8.87294280487974 48.3100912582216)";;;;;;;;;;l233;84.76008932;200.0860235
l234;"SRID=4326;LINESTRING(6.71525259691926 51.5267908666491,6.78752251671348 51.505550100013)";0.868950878;425.7859301;204.1828966;286.3473572;0.584382362;490;;l234;"SRID=4326;LINESTRING(6.71525259691926 51.5267908666491,6.78752251671348 51.505550100013)";;;;;;;;;;l234;204.1828966;286.3473572
l235;"SRID=4326;LINESTRING(6.71525259691926 51.5267908666491,6.78752251671348 51.505550100013)";0.90144498;441.70804;211.8182417;297.0552124;0.606235127;490;;l235;"SRID=4326;LINESTRING(6.71525259691926 51.5267908666491,6.78752251671348 51.505550100013)";;;;;;;;;;l235;211.8182417;297.0552124
l236;"SRID=4326;LINESTRING(12.1869848227216 53.8157751724384,12.1857651811846 53.8108597989599)";0.033991533;16.65585138;21.9711845;79.42374958;0.162089285;490;;l236;"SRID=4326;LINESTRING(12.1869848227216 53.8157751724384,12.1857651811846 53.8108597989599)";;;;;;;;;;l236;21.9711845;79.42374958
l237;"SRID=4326;LINESTRING(12.1869848227216 53.8157751724384,12.1857651811846 53.8108597989599)";0.033845803;16.58444366;21.87698864;79.08324047;0.161394368;490;;l237;"SRID=4326;LINESTRING(12.1869848227216 53.8157751724384,12.1857651811846 53.8108597989599)";;;;;;;;;;l237;21.87698864;79.08324047
l238;"SRID=4326;LINESTRING(6.68078798893986 51.6462959356851,6.7111452744645 51.5261875490663)";0.10574073;179.7592411;122.5874257;246.8594121;0.145211419;1700;;l238;"SRID=4326;LINESTRING(6.68078798893986 51.6462959356851,6.7111452744645 51.5261875490663)";;;;;;;;;;l238;122.5874257;246.8594121
l239;"SRID=4326;LINESTRING(6.68078798893986 51.6462959356851,6.68934277038931 51.5764228881728)";0.114160672;194.0731425;121.0072545;234.1221787;0.137718929;1700;;l239;"SRID=4326;LINESTRING(6.68078798893986 51.6462959356851,6.68934277038931 51.5764228881728)";;;;;;;;;;l239;121.0072545;234.1221787
l240;"SRID=4326;LINESTRING(6.71525259691926 51.5267908666491,6.72256980950278 51.4797876727124)";0.193305379;94.71963592;98.26368678;126.9150808;0.259010369;490;;l240;"SRID=4326;LINESTRING(6.71525259691926 51.5267908666491,6.72256980950278 51.4797876727124)";;;;;;;;;;l240;98.26368678;126.9150808
l241;"SRID=4326;LINESTRING(6.68934277038931 51.5764228881728,6.68306568260248 51.577104777735)";0.004966506;8.443059889;5.274535751;6.472410883;0.003807301;1700;;l241;"SRID=4326;LINESTRING(6.68934277038931 51.5764228881728,6.68306568260248 51.577104777735)";;;;;;;;;;l241;5.274535751;6.472410883
l242;"SRID=4326;LINESTRING(6.68934277038931 51.5764228881728,6.68306568260248 51.577104777735)";0.006274411;10.66649915;6.6635594;8.176889194;0.004809935;1700;;l242;"SRID=4326;LINESTRING(6.68934277038931 51.5764228881728,6.68306568260248 51.577104777735)";;;;;;;;;;l242;6.6635594;8.176889194
l243;"SRID=4326;LINESTRING(6.71525259691926 51.5267908666491,6.68310697663871 51.5756455059265)";0.064437645;31.57444612;286.9951203;329.5175631;0.672484823;490;;l243;"SRID=4326;LINESTRING(6.71525259691926 51.5267908666491,6.68310697663871 51.5756455059265)";;;;;;;;;;l243;286.9951203;329.5175631
l244;"SRID=4326;LINESTRING(6.71525259691926 51.5267908666491,6.74541676675317 51.4986419480434)";0.038917269;19.06946162;79.69475678;97.92752379;0.199852089;490;;l244;"SRID=4326;LINESTRING(6.71525259691926 51.5267908666491,6.74541676675317 51.4986419480434)";;;;;;;;;;l244;79.69475678;97.92752379
l245;"SRID=4326;LINESTRING(6.61427855504049 51.6186788033284,6.68310697663871 51.5756455059265)";0.025438545;12.46488708;96.4856339;135.9338791;0.27741608;490;;l245;"SRID=4326;LINESTRING(6.61427855504049 51.6186788033284,6.68310697663871 51.5756455059265)";;;;;;;;;;l245;96.4856339;135.9338791
l246;"SRID=4326;LINESTRING(7.99288723332679 51.6837077155955,7.9706568937083 51.6768446667846)";0.004719525;8.023192546;135.4027621;221.348511;0.130205006;1700;;l246;"SRID=4326;LINESTRING(7.99288723332679 51.6837077155955,7.9706568937083 51.6768446667846)";;;;;;;;;;l246;135.4027621;221.348511
