l_id;wkt_srid_4326;;;;;;;
l697;"SRID=4326;LINESTRING(11.277721100358 47.4958727068203,11.2869439219167 47.4928625176028)";0.013278912;6.506666715;490;1;;-6.506666715;6.506666715
l698;"SRID=4326;LINESTRING(11.2939727766244 48.0520427780619,11.2869439219167 47.4928625176028)";0.392783523;192.4639264;490;1;;192.4639264;192.4639264
l699;"SRID=4326;LINESTRING(13.5061280249068 52.4738227039188,13.5053369296479 52.4747789067655)";0.022859858;11.20133065;490;1;;-11.20133065;11.20133065
l700;"SRID=4326;LINESTRING(13.5241987812625 52.5356343208068,13.5053369296479 52.4747789067655)";0.092939248;45.5402314;490;1;;-45.5402314;45.5402314
l701;"SRID=4326;LINESTRING(13.3057533352426 52.2307818607751,13.5053369296479 52.4747789067655)";0.055476131;27.18330432;490;1;;27.18330432;27.18330432
l702;"SRID=4326;LINESTRING(7.91072937298184 48.501288357463,8.24975045659741 48.8491773731136)";0.743965278;364.5429862;490;1;;-364.5429862;364.5429862
l703;"SRID=4326;LINESTRING(8.31334018942867 49.0090434774209,8.24975045659741 48.8491773731136)";0.39230612;192.2299987;490;1;;192.2299987;192.2299987
l704;"SRID=4326;LINESTRING(8.24872907301797 48.846316555802,8.24975045659741 48.8491773731136)";0.237320267;116.286931;490;1;;-116.286931;116.286931
l705;"SRID=4326;LINESTRING(9.98853665499904 53.7662776782512,9.45967747872262 53.8646575042439)";0.095154576;46.62574248;490;1;;-46.62574248;46.62574248
l706;"SRID=4326;LINESTRING(9.44963659025525 53.9672865006218,9.45967747872262 53.8646575042439)";0.00732678;3.590122182;490;1;;-3.590122182;3.590122182
l707;"SRID=4326;LINESTRING(9.34400181356048 53.8517774981988,9.45967747872262 53.8646575042439)";0.11065021;54.21860267;490;1;;54.21860267;54.21860267
l708;"SRID=4326;LINESTRING(11.1228546271538 50.9989090757631,11.4299065773025 50.9114464610955)";0.279389102;474.9614731;1700;1;;474.9614731;474.9614731
l709;"SRID=4326;LINESTRING(11.4703941444441 50.9303902644171,11.4299065773025 50.9114464610955)";0.077787504;132.238757;1700;1;;-132.238757;132.238757
l710;"SRID=4326;LINESTRING(11.6463786860412 50.5348769896165,11.4299065773025 50.9114464610955)";0.167510898;284.768527;1700;1;;-284.768527;284.768527
l711;"SRID=4326;LINESTRING(7.30824781629083 52.4767901583642,7.25501782522347 53.0267136928067)";0.381144397;647.9454752;1700;1;;647.9454752;647.9454752
l712;"SRID=4326;LINESTRING(7.25465688214231 53.0266716315927,7.25501782522347 53.0267136928067)";0.017744907;30.1663417;1700;1;;-30.1663417;30.1663417
l713;"SRID=4326;LINESTRING(7.31136230953603 53.1257665914164,7.25501782522347 53.0267136928067)";0.345654808;587.6131734;1700;1;;-587.6131734;587.6131734
l714;"SRID=4326;LINESTRING(7.60711615834737 51.8986046345034,7.37185639416872 52.1977067098446)";0.184748636;90.52683168;490;1;;90.52683168;90.52683168
l715;"SRID=4326;LINESTRING(7.88957673752775 52.2773967844269,7.37185639416872 52.1977067098446)";0.011044304;5.41170872;490;1;;5.41170872;5.41170872
l716;"SRID=4326;LINESTRING(7.30824781629083 52.4767901583642,7.37185639416872 52.1977067098446)";0.22116851;108.3725698;490;1;;108.3725698;108.3725698
l717;"SRID=4326;LINESTRING(14.0336963902155 53.507868594058,13.3984709179978 53.7933318754816)";0.132001124;64.68055079;490;1;;64.68055079;64.68055079
l718;"SRID=4326;LINESTRING(13.3998288327093 53.7944478091186,13.3984709179978 53.7933318754816)";0.012167476;5.962063442;490;1;;-5.962063442;5.962063442
l719;"SRID=4326;LINESTRING(12.1869848529515 53.8157751978716,13.3984709179978 53.7933318754816)";0.049929768;24.46558638;490;1;;-24.46558638;24.46558638
l720;"SRID=4326;LINESTRING(7.71862724482037 51.5342075253387,7.42474524551043 51.4592583943398)";0.096876988;164.6908794;1700;1;;-164.6908794;164.6908794
l721;"SRID=4326;LINESTRING(7.31318287435069 51.4466114132712,7.42474524551043 51.4592583943398)";0.033128907;56.31914177;1700;1;;-56.31914177;56.31914177
l722;"SRID=4326;LINESTRING(7.35311188155085 51.5758105365035,7.42474524551043 51.4592583943398)";0.145237558;246.9038479;1700;1;;246.9038479;246.9038479
l723;"SRID=4326;LINESTRING(7.12323886855291 51.5256121997715,7.12336046768833 51.4473443869048)";0.071430075;121.4311276;1700;1;;-121.4311276;121.4311276
l724;"SRID=4326;LINESTRING(7.12557294579876 51.4489772806916,7.12336046768833 51.4473443869048)";0.25049699;425.8448827;1700;1;;425.8448827;425.8448827
l725;"SRID=4326;LINESTRING(7.00877917051357 51.1742549445955,7.12336046768833 51.4473443869048)";0.138207556;234.9528447;1700;1;;-234.9528447;234.9528447
l726;"SRID=4326;LINESTRING(7.35311188155085 51.5758105365035,7.41658270368128 51.4607824146291)";0.120516109;204.8773847;1700;1;;204.8773847;204.8773847
l727;"SRID=4326;LINESTRING(7.41670797342798 51.4570521949625,7.41658270368128 51.4607824146291)";0.024522092;41.68755585;1700;1;;-41.68755585;41.68755585
l728;"SRID=4326;LINESTRING(7.31318287435069 51.4466114132712,7.41658270368128 51.4607824146291)";0.080236354;136.401801;1700;1;;-136.401801;136.401801
l729;"SRID=4326;LINESTRING(6.53175004088497 50.3900513143006,6.53303662114797 50.3922427776709)";0.003209417;5.4560084;1700;1;;5.4560084;5.4560084
l730;"SRID=4326;LINESTRING(6.4747398132316 49.9224693104147,6.53303662114797 50.3922427776709)";0.338600696;575.6211829;1700;1;;-575.6211829;575.6211829
l731;"SRID=4326;LINESTRING(6.45655251893853 50.8713380734833,6.53303662114797 50.3922427776709)";0.364046626;618.8792644;1700;1;;618.8792644;618.8792644
l732;"SRID=4326;LINESTRING(6.61240236819431 51.0359242961049,6.60879226770999 51.0346787720857)";0.036201419;61.54241307;1700;1;;61.54241307;61.54241307
l733;"SRID=4326;LINESTRING(6.96568445966487 51.0693295406357,6.60879226770999 51.0346787720857)";0.271502338;461.5539746;1700;1;;-461.5539746;461.5539746
l734;"SRID=4326;LINESTRING(6.80109337218585 51.1225390893163,6.60879226770999 51.0346787720857)";0.246381932;418.8492837;1700;1;;418.8492837;418.8492837
l735;"SRID=4326;LINESTRING(6.80890626354321 51.2686076250227,6.72033167479422 51.3441235773954)";0.270581976;459.9893585;1700;1;;-459.9893585;459.9893585
l736;"SRID=4326;LINESTRING(6.62284324444971 51.2587133994989,6.72033167479422 51.3441235773954)";0.146601272;249.2221625;1700;1;;249.2221625;249.2221625
l737;"SRID=4326;LINESTRING(6.61738115554636 51.4757909650564,6.72033167479422 51.3441235773954)";0.147971727;251.5519366;1700;1;;251.5519366;251.5519366
l738;"SRID=4326;LINESTRING(6.4747398132316 49.9224693104147,6.53303662114797 50.3922427776709)";0.338473073;575.4042241;1700;1;;-575.4042241;575.4042241
l739;"SRID=4326;LINESTRING(6.53175004088497 50.3900513143006,6.53303662114797 50.3922427776709)";0.003237652;5.504008474;1700;1;;5.504008474;5.504008474
l740;"SRID=4326;LINESTRING(6.45655251893853 50.8713380734833,6.53303662114797 50.3922427776709)";0.364046626;618.8792644;1700;1;;618.8792644;618.8792644
l741;"SRID=4326;LINESTRING(7.17937918293452 51.4722019618656,7.13937482408986 51.5608313916517)";0.148766096;72.8953872;490;1;;72.8953872;72.8953872
l742;"SRID=4326;LINESTRING(7.26408347971959 51.5735734400302,7.13937482408986 51.5608313916517)";0.303891504;148.9068372;490;1;;148.9068372;148.9068372
l743;"SRID=4326;LINESTRING(7.06034476225792 51.6964980793073,7.13937482408986 51.5608313916517)";0.452808133;221.8759852;490;1;;-221.8759852;221.8759852
l744;"SRID=4326;LINESTRING(7.7083185190139 51.6762033258373,7.41946378046051 51.4575100936229)";0.148475341;72.75291697;490;1;;-72.75291697;72.75291697
l745;"SRID=4326;LINESTRING(7.27894732573719 51.4722814207425,7.41946378046051 51.4575100936229)";0.172335979;84.44462976;490;1;;84.44462976;84.44462976
l746;"SRID=4326;LINESTRING(7.41670797342798 51.4570521949625,7.41946378046051 51.4575100936229)";0.028655543;14.04121608;490;1;;14.04121608;14.04121608
l747;"SRID=4326;LINESTRING(7.16721463545721 51.3899067765993,7.17920271018964 51.4218244823956)";1;490;490;1;;-490;490
l748;"SRID=4326;LINESTRING(7.17937918293452 51.4722019618656,7.17920271018964 51.4218244823956)";0.927890435;454.666313;490;1;;-454.666313;454.666313
l749;"SRID=4326;LINESTRING(7.19597934376965 51.4115753101187,7.17920271018964 51.4218244823956)";0.04751639;23.28303121;490;1;;-23.28303121;23.28303121
l750;"SRID=4326;LINESTRING(7.44506932534523 51.6185001200754,7.34371343395865 51.6131049996992)";0.943538927;462.3340743;490;1;;462.3340743;462.3340743
l751;"SRID=4326;LINESTRING(7.26408347971959 51.5735734400302,7.34371343395865 51.6131049996992)";0.249326064;122.1697716;490;1;;-122.1697716;122.1697716
l752;"SRID=4326;LINESTRING(7.3242796091518 51.6213875062827,7.34371343395865 51.6131049996992)";0.003624052;1.775785577;490;1;;-1.775785577;1.775785577
l753;"SRID=4326;LINESTRING(7.3242796091518 51.6213875062827,7.34371343395865 51.6131049996992)";0.003624052;1.775785577;490;1;;-1.775785577;1.775785577
l754;"SRID=4326;LINESTRING(7.7083185190139 51.6762033258373,7.34371343395865 51.6131049996992)";0.392545719;192.3474023;490;1;;-192.3474023;192.3474023
l755;"SRID=4326;LINESTRING(7.26408347971959 51.5735734400302,7.34371343395865 51.6131049996992)";0.249619083;122.3133506;490;1;;-122.3133506;122.3133506
l756;"SRID=4326;LINESTRING(6.61738115554636 51.4757909650564,6.52272548882226 51.3224954692993)";0.565677129;277.181793;490;1;;277.181793;277.181793
l757;"SRID=4326;LINESTRING(6.33000626218352 51.2429166388389,6.52272548882226 51.3224954692993)";0.445007526;218.0536876;490;1;;-218.0536876;218.0536876
l758;"SRID=4326;LINESTRING(6.54240843928532 51.2994458346854,6.52272548882226 51.3224954692993)";0.108764708;53.29470697;490;1;;53.29470697;53.29470697
l759;"SRID=4326;LINESTRING(6.97257748891579 50.795693016675,6.92909269080674 50.8441529722133)";0.640771964;313.9782623;490;1;;-313.9782623;313.9782623
l760;"SRID=4326;LINESTRING(6.96330548818137 50.8337629358461,6.92909269080674 50.8441529722133)";0.019674686;9.640596039;490;1;;9.640596039;9.640596039
l761;"SRID=4326;LINESTRING(6.80461624403732 50.9662477744576,6.92909269080674 50.8441529722133)";0.70624246;346.0588053;490;1;;346.0588053;346.0588053
l762;"SRID=4326;LINESTRING(7.04738454562441 50.9055286430507,7.09435799941442 50.8269670893312)";0.509789691;249.7969485;490;1;;249.7969485;249.7969485
l763;"SRID=4326;LINESTRING(7.19316581458292 50.7983350844101,7.09435799941442 50.8269670893312)";0.511073284;250.4259091;490;1;;250.4259091;250.4259091
l764;"SRID=4326;LINESTRING(7.09582677727405 50.8268716856964,7.09435799941442 50.8269670893312)";0.832388576;407.8704025;490;1;;-407.8704025;407.8704025
l765;"SRID=4326;LINESTRING(6.68079563463015 51.6462972769253,6.65066750417381 51.5537022721424)";0.227998954;111.7194876;490;1;;111.7194876;111.7194876
l766;"SRID=4326;LINESTRING(6.57729059429417 51.5563912150336,6.65066750417381 51.5537022721424)";0.152451622;74.70129498;490;1;;-74.70129498;74.70129498
l767;"SRID=4326;LINESTRING(6.61738115554636 51.4757909650564,6.65066750417381 51.5537022721424)";0.017110295;8.384044611;490;1;;-8.384044611;8.384044611
l768;"SRID=4326;LINESTRING(7.99288732000281 51.6837077158762,7.82599052323945 51.7500676098869)";0.310279432;527.4750337;1700;1;;-527.4750337;527.4750337
l769;"SRID=4326;LINESTRING(7.54571775348996 51.9703244532995,7.82599052323945 51.7500676098869)";0.22279373;378.7493417;1700;1;;-378.7493417;378.7493417
l770;"SRID=4326;LINESTRING(7.7083185190139 51.6762033258373,7.82599052323945 51.7500676098869)";0.650384487;1105.653628;1700;1;;1105.653628;1105.653628
l771;"SRID=4326;LINESTRING(6.96330548818137 50.8337629358461,6.9289790539233 50.8438170036629)";0.005263406;2.579068984;490;1;;2.579068984;2.579068984
l772;"SRID=4326;LINESTRING(6.80461624403732 50.9662477744576,6.9289790539233 50.8438170036629)";0.702322256;344.1379055;490;1;;344.1379055;344.1379055
l773;"SRID=4326;LINESTRING(6.97257748891579 50.795693016675,6.9289790539233 50.8438170036629)";0.651197696;319.0868709;490;1;;-319.0868709;319.0868709
l774;"SRID=4326;LINESTRING(7.99395917605221 51.8230954379067,7.83402083305878 51.7550404020937)";0.024119324;41.0028513;1700;1;;-41.0028513;41.0028513
l775;"SRID=4326;LINESTRING(7.99288732000281 51.6837077158762,7.83402083305878 51.7550404020937)";0.488391846;830.266138;1700;1;;-830.266138;830.266138
l776;"SRID=4326;LINESTRING(7.7083185190139 51.6762033258373,7.83402083305878 51.7550404020937)";0.420061484;714.1045227;1700;1;;714.1045227;714.1045227
l777;"SRID=4326;LINESTRING(9.14517688151449 52.8532464493029,9.13794801567189 52.8470269944345)";0.109523064;53.66630113;490;1;;-53.66630113;53.66630113
l778;"SRID=4326;LINESTRING(9.25103429423424 53.1144323213021,9.13794801567189 52.8470269944345)";0.119208669;58.41224763;490;1;;-58.41224763;58.41224763
l779;"SRID=4326;LINESTRING(9.11321011483187 52.5438533448625,9.13794801567189 52.8470269944345)";0.363070512;177.9045511;490;1;;177.9045511;177.9045511
l780;"SRID=4326;LINESTRING(8.10495964382999 52.2642614054462,8.33466775124759 52.0705200978987)";0.494966903;242.5337823;490;1;;242.5337823;242.5337823
l781;"SRID=4326;LINESTRING(8.31888929686007 52.0660374671048,8.33466775124759 52.0705200978987)";0.269861895;132.2323284;490;1;;-132.2323284;132.2323284
l782;"SRID=4326;LINESTRING(8.36422958832611 51.9271205112378,8.33466775124759 52.0705200978987)";0.060216564;30;490;1;;29.50611655;29.50611655
l783;"SRID=4326;LINESTRING(7.93077012209125 51.6729710114195,7.98187840842773 51.6766515664854)";0.649462266;1104.085853;1700;1;;1104.085853;1104.085853
l784;"SRID=4326;LINESTRING(7.99288732000281 51.6837077158762,7.98187840842773 51.6766515664854)";0.388182026;659.9094443;1700;1;;-659.9094443;659.9094443
l785;"SRID=4326;LINESTRING(7.98122158717143 51.6735262789774,7.98187840842773 51.6766515664854)";0.253561684;431.0548632;1700;1;;-431.0548632;431.0548632
l786;"SRID=4326;LINESTRING(9.79733614300556 52.0008392548375,9.8524162497002 51.8987653028483)";0.197935937;96.98860897;490;1;;96.98860897;96.98860897
l787;"SRID=4326;LINESTRING(9.92382990036197 51.8975617892672,9.8524162497002 51.8987653028483)";0.129187817;63.30203032;490;1;;-63.30203032;63.30203032
l788;"SRID=4326;LINESTRING(9.85139361305404 51.6491352561387,9.8524162497002 51.8987653028483)";0.038206428;18.72114964;490;1;;-18.72114964;18.72114964
l789;"SRID=4326;LINESTRING(9.85139361305404 51.6491352561387,9.8524162497002 51.8987653028483)";0.038205182;18.72053907;490;1;;-18.72053907;18.72053907
l790;"SRID=4326;LINESTRING(9.92382990036197 51.8975617892672,9.8524162497002 51.8987653028483)";0.129187817;63.30203032;490;1;;-63.30203032;63.30203032
l791;"SRID=4326;LINESTRING(9.91814868737007 52.3799963378317,9.8524162497002 51.8987653028483)";0.219193357;107.4047448;490;1;;107.4047448;107.4047448
l792;"SRID=4326;LINESTRING(10.2358631776837 52.2934595593518,9.41368131072443 52.0274828920508)";0.056764775;96.5001171;1700;1;;-96.5001171;96.5001171
l793;"SRID=4326;LINESTRING(9.38974515063535 52.0263130791669,9.41368131072443 52.0274828920508)";0.012516625;21.27826325;1700;1;;-21.27826325;21.27826325
l794;"SRID=4326;LINESTRING(9.40952036752961 52.0343166956609,9.41368131072443 52.0274828920508)";0.022051005;37.48670803;1700;1;;37.48670803;37.48670803
l795;"SRID=4326;LINESTRING(10.0876468394791 52.3151305685128,10.3552149923206 52.1758110157759)";0.235664055;115.4753869;490;1;;-115.4753869;115.4753869
l796;"SRID=4326;LINESTRING(10.4195406715655 52.236960686926,10.3552149923206 52.1758110157759)";0.219068605;107.3436164;490;1;;107.3436164;107.3436164
l797;"SRID=4326;LINESTRING(10.369230142447 52.1670924591566,10.3552149923206 52.1758110157759)";0.326844172;160.1536442;490;1;;160.1536442;160.1536442
l798;"SRID=4326;LINESTRING(8.65666357652504 50.6057345116662,9.25664124635274 51.0591793040546)";0.141032266;479.5097037;3400;2;;479.5097037;479.5097037
l799;"SRID=4326;LINESTRING(9.25938384941478 51.0603668957955,9.25664124635274 51.0591793040546)";0.072222047;245.5549607;3400;2;;-245.5549607;245.5549607
l800;"SRID=4326;LINESTRING(8.65595014422814 50.6036046473842,9.25664124635274 51.0591793040546)";0.056608906;192.4702796;3400;2;;-192.4702796;192.4702796
l801;"SRID=4326;LINESTRING(10.8408696020982 48.2380310170111,10.7037422782749 47.826415980499)";0.06825356;116.0310517;1700;1;;-116.0310517;116.0310517
l802;"SRID=4326;LINESTRING(10.7027320091441 47.8264598353378,10.7037422782749 47.826415980499)";0.010594664;18.01092948;1700;1;;-18.01092948;18.01092948
l803;"SRID=4326;LINESTRING(10.3633843211809 47.7383368357565,10.7037422782749 47.826415980499)";0.038975243;66.25791238;1700;1;;66.25791238;66.25791238
l804;"SRID=4326;LINESTRING(10.1949335038034 47.9709369066385,10.6418026309511 48.0258492685192)";0.028671408;14.04898992;490;1;;-14.04898992;14.04898992
l805;"SRID=4326;LINESTRING(10.8408696020982 48.2380310170111,10.6418026309511 48.0258492685192)";0.086014224;42.14696975;490;1;;42.14696975;42.14696975
l806;"SRID=4326;LINESTRING(10.6412868211872 48.027451234708,10.6418026309511 48.0258492685192)";0.028671408;14.04898992;490;1;;-14.04898992;14.04898992
l807;"SRID=4326;LINESTRING(12.789238190432 50.6270562614499,12.8259720721456 50.656844395994)";0.015258757;25.93988627;1700;1;;-25.93988627;25.93988627
l808;"SRID=4326;LINESTRING(12.8139099558581 50.8579185289825,12.8259720721456 50.656844395994)";0.045878146;77.99284796;1700;1;;77.99284796;77.99284796
l809;"SRID=4326;LINESTRING(12.881244953781 50.518645665309,12.8259720721456 50.656844395994)";0.015292715;26;1700;1;;-25.99761599;25.99761599
l810;"SRID=4326;LINESTRING(14.604476638274 52.1744941686659,14.5112016636857 52.1616046052254)";0;0;1700;1;;0;0
l811;"SRID=4326;LINESTRING(14.4281805295455 51.888864175856,14.5112016636857 52.1616046052254)";1;1,700;1700;1;;-1700;1700
l812;"SRID=4326;LINESTRING(13.709669749528 52.5397952998981,14.5112016636857 52.1616046052254)";0.949619971;1614.353951;1700;1;;-1614.353951;1614.353951
l813;"SRID=4326;LINESTRING(14.604476638274 52.1744941686659,14.5112016636857 52.1616046052254)";0;0;1700;1;;0;0
l814;"SRID=4326;LINESTRING(14.4281805295455 51.888864175856,14.5112016636857 52.1616046052254)";0.999404731;1,699;1700;1;;-1698.988043;1698.988043
l815;"SRID=4326;LINESTRING(13.709669749528 52.5397952998981,14.5112016636857 52.1616046052254)";0.949619971;1614.353951;1700;1;;-1614.353951;1614.353951
l816;"SRID=4326;LINESTRING(9.09183530449903 49.2946188998807,8.67009930715852 49.3092022842852)";0.049122098;83.5075669;1700;1;;83.5075669;83.5075669
l817;"SRID=4326;LINESTRING(8.62320969485988 49.356582256425,8.67009930715852 49.3092022842852)";0.896829148;1,525;1700;1;;-1524.609551;1524.609551
l818;"SRID=4326;LINESTRING(8.67371735734288 49.2904393997661,8.67009930715852 49.3092022842852)";0.270451304;460;1700;1;;-459.7672171;459.7672171
l819;"SRID=4326;LINESTRING(9.22808876359609 51.8124534028391,9.23187011256161 51.810119094224)";0.009293856;15.79955477;1700;1;;15.79955477;15.79955477
l820;"SRID=4326;LINESTRING(9.38974515063535 52.0263130791669,9.23187011256161 51.810119094224)";0.574430929;976.532579;1700;1;;976.532579;976.532579
l821;"SRID=4326;LINESTRING(9.38765132401603 51.6407335383064,9.23187011256161 51.810119094224)";0.612976368;1042.059826;1700;1;;-1042.059826;1042.059826
l822;"SRID=4326;LINESTRING(9.88551515679306 48.3040743800139,10.2341629653667 48.5289320988725)";0.092449678;157.164453;1700;1;;-157.164453;157.164453
l823;"SRID=4326;LINESTRING(10.2224358208891 48.7367219779685,10.2341629653667 48.5289320988725)";0.243127213;413.3162624;1700;1;;413.3162624;413.3162624
l824;"SRID=4326;LINESTRING(10.2316415853389 48.5297622821597,10.2341629653667 48.5289320988725)";0.139843554;237.7340423;1700;1;;-237.7340423;237.7340423
l825;"SRID=4326;LINESTRING(8.95464418290241 50.0860157590432,8.74326061918 50.1623379810729)";0.015715938;23.10242819;1470;3;;23.10242819;23.10242819
l826;"SRID=4326;LINESTRING(8.73513579910005 50.1591915696539,8.74326061918 50.1623379810729)";0.033781709;49.65911171;1470;3;;49.65911171;49.65911171
l827;"SRID=4326;LINESTRING(8.87225969129667 50.129725329782,8.74326061918 50.1623379810729)";0.025523928;37.52017443;1470;3;;-37.52017443;37.52017443
l828;"SRID=4326;LINESTRING(9.98853665499904 53.7662776782512,9.45967747872262 53.8646575042439)";0.095154576;46.62574248;490;1;;-46.62574248;46.62574248
l829;"SRID=4326;LINESTRING(9.44963659025525 53.9672865006218,9.45967747872262 53.8646575042439)";0.00732678;3.590122182;490;1;;-3.590122182;3.590122182
l830;"SRID=4326;LINESTRING(9.34400181356048 53.8517774981988,9.45967747872262 53.8646575042439)";0.11065021;54.21860267;490;1;;54.21860267;54.21860267
l831;"SRID=4326;LINESTRING(10.9662584489437 47.2695305015289,11.2869439219167 47.4928625176028)";0.448333524;219.6834268;490;1;;-219.6834268;219.6834268
l832;"SRID=4326;LINESTRING(11.277721100358 47.4958727068203,11.2869439219167 47.4928625176028)";0.013278912;6.506666715;490;1;;-6.506666715;6.506666715
l833;"SRID=4326;LINESTRING(11.2939727766244 48.0520427780619,11.2869439219167 47.4928625176028)";0.392783523;192.4639264;490;1;;192.4639264;192.4639264
l834;"SRID=4326;LINESTRING(12.789238190432 50.6270562614499,12.8259720721456 50.656844395994)";0.015326674;26.0553457;1700;1;;-26.0553457;26.0553457
l835;"SRID=4326;LINESTRING(12.8139099558581 50.8579185289825,12.8259720721456 50.656844395994)";0.045878146;77.99284796;1700;1;;77.99284796;77.99284796
l836;"SRID=4326;LINESTRING(12.881244953781 50.518645665309,12.8259720721456 50.656844395994)";0.015292715;25.99761599;1700;1;;-25.99761599;25.99761599
