l_id;wkt_srid_4326;
l1;"SRID=4326;LINESTRING(9.52257601112577 52.3604090734199,9.11321011483187 52.5438533448625)";-142.0229887
l2;"SRID=4326;LINESTRING(9.38974515063535 52.0263130791669,9.12526574244048 52.5382641233458)";82.65330365
l3;"SRID=4326;LINESTRING(10.366274939217 52.2846467643429,9.91814868737007 52.3799963378317)";2.959716609
l4;"SRID=4326;LINESTRING(9.9171797569037 52.2781686248742,10.366274939217 52.2846467643429)";531.2784943
l5;"SRID=4326;LINESTRING(10.4149924241538 53.4126068813272,10.3787706356666 53.2197927695925)";-764.7037128
l6;"SRID=4326;LINESTRING(12.9416466491702 52.5621144028949,13.2061030014846 52.6571363047161)";14.24675429
l7;"SRID=4326;LINESTRING(13.2061030014846 52.6571363047161,13.709669749528 52.5397952998981)";-126.5966968
l8;"SRID=4326;LINESTRING(12.9416466491702 52.5621144028949,13.709669749528 52.5397952998981)";-79.04883034
l9;"SRID=4326;LINESTRING(11.3704263094168 48.2914922548393,11.8132329291411 48.2212664672329)";-19.33376794
l10;"SRID=4326;LINESTRING(11.3704263094168 48.2914922548393,11.868156362746 48.206802931481)";-72.23125959
l11;"SRID=4326;LINESTRING(10.7610404155909 52.3677293936344,10.366274939217 52.2846467643429)";-301.6792246
l12;"SRID=4326;LINESTRING(13.4947634286677 52.5897644694349,13.6834769799404 54.1390906728297)";120.3366228
l13;"SRID=4326;LINESTRING(13.4947634286677 52.5897644694349,13.709669749528 52.5397952998981)";-223.8542058
l14;"SRID=4326;LINESTRING(11.3704263094168 48.2914922548393,11.868156362746 48.206802931481)";-72.11361378
l15;"SRID=4326;LINESTRING(11.8132329291411 48.2212664672329,11.868156362746 48.206802931481)";-111.0051639
l16;"SRID=4326;LINESTRING(11.3704263094168 48.2914922548393,11.2939727766244 48.0520427780619)";466.5173381
l17;"SRID=4326;LINESTRING(9.98460987842098 53.7411288196703,10.1575057595216 53.5551266364644)";-366.2117757
l18;"SRID=4326;LINESTRING(9.98460987842098 53.7411288196703,9.20210266340539 53.8951623622383)";106.8542395
l19;"SRID=4326;LINESTRING(9.98460987842098 53.7411288196703,9.98853665499904 53.7662776782512)";409.3177156
l20;"SRID=4326;LINESTRING(9.98853665499904 53.7662776782512,9.72699275106814 54.2914209859116)";559.5380904
l21;"SRID=4326;LINESTRING(9.34476101692227 53.9218370813918,9.34400181356048 53.8517774981988)";37.48151812
l22;"SRID=4326;LINESTRING(9.34476101692227 53.9218370813918,9.20210266340539 53.8951623622383)";-66.04834837
l23;"SRID=4326;LINESTRING(9.98853665499904 53.7662776782512,9.52960514781347 53.618990731832)";-335.9556069
l24;"SRID=4326;LINESTRING(9.77654483603303 53.6906352940911,9.98853665499904 53.7662776782512)";279.883657
l25;"SRID=4326;LINESTRING(10.4149924241538 53.4126068813272,10.1575057595216 53.5551266364644)";270.2808723
l26;"SRID=4326;LINESTRING(10.3787706356666 53.2197927695925,10.3822011082464 52.9932426669735)";-460.0626622
l27;"SRID=4326;LINESTRING(9.74615085631454 50.9168400022101,11.1228546271538 50.9989090757631)";605.3179924
l28;"SRID=4326;LINESTRING(11.1228546271538 50.9989090757631,10.3859411718194 51.0018133141165)";-537.1426689
l29;"SRID=4326;LINESTRING(8.122642304058 53.5605160665145,8.08565060815886 53.6058342194744)";41.44709228
l30;"SRID=4326;LINESTRING(8.08565060815886 53.6058342194744,8.06005701182283 53.6202026205826)";33.43308512
l31;"SRID=4326;LINESTRING(9.11321011483187 52.5438533448625,9.91814868737007 52.3799963378317)";190.2899754
l32;"SRID=4326;LINESTRING(11.6389126099956 52.2687358982154,12.9416466491702 52.5621144028949)";90.63103271
l33;"SRID=4326;LINESTRING(12.9416466491702 52.5621144028949,13.2115276810432 52.5806278358522)";-67.91234391
l34;"SRID=4326;LINESTRING(11.6389126099956 52.2687358982154,13.2115276810432 52.5806278358522)";59.61244204
l35;"SRID=4326;LINESTRING(11.727353429381 52.5689470103264,13.1433929675199 53.9081470154338)";64.68501184
l36;"SRID=4326;LINESTRING(11.727353429381 52.5689470103264,11.8531051573669 53.0865440610132)";110.2361089
l37;"SRID=4326;LINESTRING(13.6834769799404 54.1390906728297,12.1869848529515 53.8157751978716)";86.99032702
l38;"SRID=4326;LINESTRING(12.9416466491702 52.5621144028949,12.4993660253653 52.4052284426773)";108.4040799
l39;"SRID=4326;LINESTRING(12.9416466491702 52.5621144028949,12.4993660253653 52.4052284426773)";108.5242815
l40;"SRID=4326;LINESTRING(13.5061280249068 52.4738227039188,13.3057533352426 52.2307818607751)";-68.2046162
l41;"SRID=4326;LINESTRING(13.5061280249068 52.4738227039188,13.5241987812625 52.5356343208068)";65.47127856
l42;"SRID=4326;LINESTRING(13.5241987812625 52.5356343208068,13.709669749528 52.5397952998981)";-945.2244937
l43;"SRID=4326;LINESTRING(13.5241987812625 52.5356343208068,13.709669749528 52.5397952998981)";-944.1689976
l44;"SRID=4326;LINESTRING(13.4564307414427 52.521451771614,13.5370284535837 52.5374809881862)";30.63161337
l45;"SRID=4326;LINESTRING(9.74615085631454 50.9168400022101,10.3859411718194 51.0018133141165)";678.4045102
l46;"SRID=4326;LINESTRING(9.74615085631454 50.9168400022101,9.25938384941478 51.0603668957955)";-1453.882771
l47;"SRID=4326;LINESTRING(8.31334018942867 49.0090434774209,7.75349549403634 48.0993557332288)";267.6018587
l48;"SRID=4326;LINESTRING(8.31334018942867 49.0090434774209,8.4384675602346 49.2524597535318)";-652.104845
l49;"SRID=4326;LINESTRING(8.31334018942867 49.0090434774209,8.51211173756804 49.2939665911691)";71.32629235
l50;"SRID=4326;LINESTRING(8.31334018942867 49.0090434774209,8.62320969485988 49.356582256425)";-149.5115252
l51;"SRID=4326;LINESTRING(8.44554253599103 48.9860882032815,8.31334018942867 49.0090434774209)";-308.5933787
l52;"SRID=4326;LINESTRING(8.44554253599103 48.9860882032815,8.64158407529801 48.8900525292561)";9.010422883
l53;"SRID=4326;LINESTRING(8.64158407529801 48.8900525292561,8.31334018942867 49.0090434774209)";-150.9677016
l54;"SRID=4326;LINESTRING(8.56374402466983 53.0317216060084,8.47470705828713 53.4286512121137)";-564.7707701
l55;"SRID=4326;LINESTRING(8.51888183670623 53.2026352879915,8.82002488536158 53.1073883123751)";421.3239337
l56;"SRID=4326;LINESTRING(9.50178971212981 53.5428143880013,8.51888183670623 53.2026352879915)";-792.9512484
l57;"SRID=4326;LINESTRING(8.12061826655718 48.7053527235337,8.31334018942867 49.0090434774209)";-212.7020995
l58;"SRID=4326;LINESTRING(11.3704263094168 48.2914922548393,11.4407746571386 48.1718035686213)";106.6838405
l59;"SRID=4326;LINESTRING(13.3264050703954 50.3463722141376,12.1147699347953 49.6311522364994)";1302.745388
l60;"SRID=4326;LINESTRING(8.56374402466983 53.0317216060084,8.69516076534637 53.0925361336519)";460.9152844
l61;"SRID=4326;LINESTRING(8.51888183670623 53.2026352879915,8.69516076534637 53.0925361336519)";-1081.278315
l62;"SRID=4326;LINESTRING(8.77244299222179 49.9746686767501,8.41937108566179 49.6337357665925)";-866.9413649
l63;"SRID=4326;LINESTRING(8.38855643052221 49.9823050863709,8.41937108566179 49.6337357665925)";327.7629106
l64;"SRID=4326;LINESTRING(12.262173544509 51.7410202813412,11.8942662085419 51.4057031779769)";-158.4064409
l65;"SRID=4326;LINESTRING(13.1570905224719 51.8284516784236,13.9024347133056 51.874723530085)";-252.5037613
