l_id;wkt_srid_4326;;;;;;;;;;;
;;;;;;;;;;;l917;"SRID=4326;LINESTRING(8.122642304058 53.5605160665145,8.14191383627294 53.5640011817982)"
;;;;;;;;;;;l918;"SRID=4326;LINESTRING(10.1562825155965 54.2755482828972,10.1773541417844 54.3395212774033)"
;;;;;;;;;;;l919;"SRID=4326;LINESTRING(10.1562825155965 54.2755482828972,9.72699275106814 54.2914209859116)"
;;;;;;;;;;;l920;"SRID=4326;LINESTRING(7.03496796550368 52.2028607768236,7.30824781629083 52.4767901583642)"
;;;;;;;;;;;l921;"SRID=4326;LINESTRING(7.06034476225792 51.6964980793073,7.30824781629083 52.4767901583642)"
;;;;;;;;;;;l922;"SRID=4326;LINESTRING(7.54571775348996 51.9703244532995,7.30824781629083 52.4767901583642)"
;;;;;;;;;;;l923;"SRID=4326;LINESTRING(7.30460120682915 52.4817909166958,7.30824781629083 52.4767901583642)"
;;;;;;;;;;;l924;"SRID=4326;LINESTRING(7.30824781629083 52.4767901583642,7.30433880131157 52.4824259961208)"
;;;;;;;;;;;l925;"SRID=4326;LINESTRING(7.30460120682915 52.4817909166958,7.30824781629083 52.4767901583642)"
;;;;;;;;;;;l926;"SRID=4326;LINESTRING(7.30824781629083 52.4767901583642,7.27715397426964 52.7532426203196)"
;;;;;;;;;;;l927;"SRID=4326;LINESTRING(8.30775696202904 52.3456357754793,7.30824781629083 52.4767901583642)"
;;;;;;;;;;;l928;"SRID=4326;LINESTRING(7.30824781629083 52.4767901583642,7.88957673752775 52.2773967844269)"
;;;;;;;;;;;l929;"SRID=4326;LINESTRING(7.30824781629083 52.4767901583642,7.31784997667688 52.4691115144199)"
;;;;;;;;;;;l930;"SRID=4326;LINESTRING(13.3352804208787 49.5896898733245,12.1147699347953 49.6311522364994)"
;;;;;;;;;;;l931;"SRID=4326;LINESTRING(12.1869848529515 53.8157751978716,12.2147735094259 54.1003234808405)"
;;;;;;;;;;;l932;"SRID=4326;LINESTRING(6.99647662277982 49.3754093214106,6.4747398132316 49.9224693104147)"
;;;;;;;;;;;l933;"SRID=4326;LINESTRING(12.1869848529515 53.8157751978716,12.2147735094259 54.1003234808405)"
;;;;;;;;;;;l934;"SRID=4326;LINESTRING(12.1869848529515 53.8157751978716,14.0336963902155 53.507868594058)"
;;;;;;;;;;;l935;"SRID=4326;LINESTRING(12.1869848529515 53.8157751978716,11.6993927384808 53.5722744896829)"
;;;;;;;;;;;l936;"SRID=4326;LINESTRING(11.3706374165175 53.6009910913085,12.1869848529515 53.8157751978716)"
;;;;;;;;;;;l937;"SRID=4326;LINESTRING(6.94821096676896 51.4445758936096,7.06034476225792 51.6964980793073)"
;;;;;;;;;;;l938;"SRID=4326;LINESTRING(6.92675898550662 51.4992056970517,6.94821096676896 51.4445758936096)"
;;;;;;;;;;;l939;"SRID=4326;LINESTRING(6.68079563463015 51.6462972769253,7.06034476225792 51.6964980793073)"
;;;;;;;;;;;l940;"SRID=4326;LINESTRING(7.16721463545721 51.3899067765993,7.12557294579876 51.4489772806916)"
;;;;;;;;;;;l941;"SRID=4326;LINESTRING(6.99606886995841 51.5141696109019,7.12557294579876 51.4489772806916)"
;;;;;;;;;;;l942;"SRID=4326;LINESTRING(7.31318287435069 51.4466114132712,7.16721463545721 51.3899067765993)"
;;;;;;;;;;;l943;"SRID=4326;LINESTRING(7.99288732000281 51.6837077158762,8.62480055555283 51.4278884079658)"
;;;;;;;;;;;l944;"SRID=4326;LINESTRING(7.06034476225792 51.6964980793073,7.35311188155085 51.5758105365035)"
;;;;;;;;;;;l945;"SRID=4326;LINESTRING(7.12323886855291 51.5256121997715,7.06034476225792 51.6964980793073)"
;;;;;;;;;;;l946;"SRID=4326;LINESTRING(7.06034476225792 51.6964980793073,7.03496796550368 52.2028607768236)"
;;;;;;;;;;;l947;"SRID=4326;LINESTRING(7.99288732000281 51.6837077158762,8.2117054289867 51.1779850077285)"
;;;;;;;;;;;l948;"SRID=4326;LINESTRING(6.57648211320418 51.0555954842661,6.77252314401924 51.1471055233119)"
;;;;;;;;;;;l949;"SRID=4326;LINESTRING(6.97257748891579 50.795693016675,7.13689471769255 50.6428608849405)"
;;;;;;;;;;;l950;"SRID=4326;LINESTRING(6.97257748891579 50.795693016675,6.45655251893853 50.8713380734833)"
;;;;;;;;;;;l951;"SRID=4326;LINESTRING(6.97257748891579 50.795693016675,7.86394571439194 50.7682419302039)"
;;;;;;;;;;;l952;"SRID=4326;LINESTRING(6.32166521557731 50.8383474955825,6.16738172896202 50.8020443318383)"
;;;;;;;;;;;l953;"SRID=4326;LINESTRING(6.70219721289106 51.0088597430362,6.61240236819431 51.0359242961049)"
;;;;;;;;;;;l954;"SRID=4326;LINESTRING(7.17937918293452 51.4722019618656,7.12557294579876 51.4489772806916)"
;;;;;;;;;;;l955;"SRID=4326;LINESTRING(6.96568445966487 51.0693295406357,7.23319688909308 51.2325069074323)"
;;;;;;;;;;;l956;"SRID=4326;LINESTRING(6.30090126366431 50.8289532360211,6.45655251893853 50.8713380734833)"
;;;;;;;;;;;l957;"SRID=4326;LINESTRING(7.13689471769255 50.6428608849405,7.44948701423191 50.4025259728409)"
;;;;;;;;;;;l958;"SRID=4326;LINESTRING(6.32166521557731 50.8383474955825,6.45655251893853 50.8713380734833)"
;;;;;;;;;;;l959;"SRID=4326;LINESTRING(6.62582903685647 51.2606112581148,6.61240236819431 51.0359242961049)"
;;;;;;;;;;;l960;"SRID=4326;LINESTRING(6.96568445966487 51.0693295406357,7.12308198261157 51.1715887959352)"
;;;;;;;;;;;l961;"SRID=4326;LINESTRING(6.96568445966487 51.0693295406357,6.70219721289106 51.0088597430362)"
;;;;;;;;;;;l962;"SRID=4326;LINESTRING(6.80109337218585 51.1225390893163,7.00877917051357 51.1742549445955)"
;;;;;;;;;;;l963;"SRID=4326;LINESTRING(6.84265069037124 50.8635385173748,6.70219721289106 51.0088597430362)"
;;;;;;;;;;;l964;"SRID=4326;LINESTRING(6.97257748891579 50.795693016675,7.86394571439194 50.7682419302039)"
;;;;;;;;;;;l965;"SRID=4326;LINESTRING(6.97257748891579 50.795693016675,6.80461624403732 50.9662477744576)"
;;;;;;;;;;;l966;"SRID=4326;LINESTRING(7.71862724482037 51.5342075253387,7.93077012209125 51.6729710114195)"
;;;;;;;;;;;l967;"SRID=4326;LINESTRING(6.96568445966487 51.0693295406357,6.70219721289106 51.0088597430362)"
;;;;;;;;;;;l968;"SRID=4326;LINESTRING(6.70219721289106 51.0088597430362,6.80109337218585 51.1225390893163)"
;;;;;;;;;;;l969;"SRID=4326;LINESTRING(6.97257748891579 50.795693016675,6.45655251893853 50.8713380734833)"
;;;;;;;;;;;l970;"SRID=4326;LINESTRING(6.97257748891579 50.795693016675,7.44948701423191 50.4025259728409)"
;;;;;;;;;;;l971;"SRID=4326;LINESTRING(6.22183149094702 51.6946456455863,6.68079563463015 51.6462972769253)"
;;;;;;;;;;;l972;"SRID=4326;LINESTRING(7.00674991840299 51.5999114356605,7.06034476225792 51.6964980793073)"
;;;;;;;;;;;l973;"SRID=4326;LINESTRING(7.03761992937395 51.5985496345954,6.68079563463015 51.6462972769253)"
;;;;;;;;;;;l974;"SRID=4326;LINESTRING(6.61738115554636 51.4757909650564,6.65673523718494 51.3795236591475)"
;;;;;;;;;;;l975;"SRID=4326;LINESTRING(7.26408347971959 51.5735734400302,7.06034476225792 51.6964980793073)"
;;;;;;;;;;;l976;"SRID=4326;LINESTRING(7.16721463545721 51.3899067765993,7.27894732573719 51.4722814207425)"
;;;;;;;;;;;l977;"SRID=4326;LINESTRING(7.18667757416348 51.5505890861964,7.12557294579876 51.4489772806916)"
;;;;;;;;;;;l978;"SRID=4326;LINESTRING(6.62582903685647 51.2606112581148,6.70219721289106 51.0088597430362)"
;;;;;;;;;;;l979;"SRID=4326;LINESTRING(7.26408347971959 51.5735734400302,7.35135789785079 51.5683686345539)"
;;;;;;;;;;;l980;"SRID=4326;LINESTRING(7.18667757416348 51.5505890861964,7.17937918293452 51.4722019618656)"
;;;;;;;;;;;l981;"SRID=4326;LINESTRING(7.26408347971959 51.5735734400302,7.16721463545721 51.3899067765993)"
;;;;;;;;;;;l982;"SRID=4326;LINESTRING(6.93488872133436 51.033522366054,6.82804663323414 51.1626523772377)"
;;;;;;;;;;;l983;"SRID=4326;LINESTRING(7.50597986222128 51.4016012425797,7.12557294579876 51.4489772806916)"
;;;;;;;;;;;l984;"SRID=4326;LINESTRING(7.03761992937395 51.5985496345954,7.12557294579876 51.4489772806916)"
;;;;;;;;;;;l985;"SRID=4326;LINESTRING(7.26408347971959 51.5735734400302,7.27894732573719 51.4722814207425)"
;;;;;;;;;;;l986;"SRID=4326;LINESTRING(7.18667757416348 51.5505890861964,7.12557294579876 51.4489772806916)"
;;;;;;;;;;;l987;"SRID=4326;LINESTRING(7.50597986222128 51.4016012425797,7.12557294579876 51.4489772806916)"
;;;;;;;;;;;l988;"SRID=4326;LINESTRING(6.96568445966487 51.0693295406357,6.70219721289106 51.0088597430362)"
;;;;;;;;;;;l989;"SRID=4326;LINESTRING(6.96568445966487 51.0693295406357,6.84699935555237 51.2055917675691)"
;;;;;;;;;;;l990;"SRID=4326;LINESTRING(7.19316581458292 50.7983350844101,7.04738454562441 50.9055286430507)"
;;;;;;;;;;;l991;"SRID=4326;LINESTRING(6.93488872133436 51.033522366054,6.96568445966487 51.0693295406357)"
;;;;;;;;;;;l992;"SRID=4326;LINESTRING(6.62582903685647 51.2606112581148,6.7097559453279 51.0909324851035)"
;;;;;;;;;;;l993;"SRID=4326;LINESTRING(7.19316581458292 50.7983350844101,7.86394571439194 50.7682419302039)"
;;;;;;;;;;;l994;"SRID=4326;LINESTRING(7.23319688909308 51.2325069074323,7.86394571439194 50.7682419302039)"
;;;;;;;;;;;l995;"SRID=4326;LINESTRING(6.62582903685647 51.2606112581148,6.33000626218352 51.2429166388389)"
;;;;;;;;;;;l996;"SRID=4326;LINESTRING(6.96568445966487 51.0693295406357,7.50597986222128 51.4016012425797)"
;;;;;;;;;;;l997;"SRID=4326;LINESTRING(6.96568445966487 51.0693295406357,7.0235445515269 50.9990684211965)"
;;;;;;;;;;;l998;"SRID=4326;LINESTRING(7.19316581458292 50.7983350844101,7.86394571439194 50.7682419302039)"
;;;;;;;;;;;l999;"SRID=4326;LINESTRING(7.12308198261157 51.1715887959352,7.86394571439194 50.7682419302039)"
;;;;;;;;;;;l1000;"SRID=4326;LINESTRING(6.96568445966487 51.0693295406357,7.72438409063489 51.4093341491518)"
;;;;;;;;;;;l1001;"SRID=4326;LINESTRING(6.96568445966487 51.0693295406357,7.0235445515269 50.9990684211965)"
;;;;;;;;;;;l1002;"SRID=4326;LINESTRING(6.97257748891579 50.795693016675,6.84223119628968 50.8598647273121)"
;;;;;;;;;;;l1003;"SRID=4326;LINESTRING(6.97257748891579 50.795693016675,7.19316581458292 50.7983350844101)"
;;;;;;;;;;;l1004;"SRID=4326;LINESTRING(7.0235445515269 50.9990684211965,7.04738454562441 50.9055286430507)"
;;;;;;;;;;;l1005;"SRID=4326;LINESTRING(7.0235445515269 50.9990684211965,7.04738454562441 50.9055286430507)"
;;;;;;;;;;;l1006;"SRID=4326;LINESTRING(6.97257748891579 50.795693016675,7.19316581458292 50.7983350844101)"
;;;;;;;;;;;l1007;"SRID=4326;LINESTRING(8.36422958832611 51.9271205112378,7.99288732000281 51.6837077158762)"
;;;;;;;;;;;l1008;"SRID=4326;LINESTRING(6.45655251893853 50.8713380734833,6.48812326066423 50.8810703279012)"
;;;;;;;;;;;l1009;"SRID=4326;LINESTRING(8.05408740677995 53.332302708936,8.47470705828713 53.4286512121137)"
;;;;;;;;;;;l1010;"SRID=4326;LINESTRING(8.47791063608626 53.428485495717,8.05283756803222 53.3338809660191)"
;;;;;;;;;;;l1011;"SRID=4326;LINESTRING(6.57648211320418 51.0555954842661,6.7097559453279 51.0909324851035)"
;;;;;;;;;;;l1012;"SRID=4326;LINESTRING(6.85153261718464 50.9841665158571,6.80461624403732 50.9662477744576)"
;;;;;;;;;;;l1013;"SRID=4326;LINESTRING(6.57648211320418 51.0555954842661,6.70219721289106 51.0088597430362)"
;;;;;;;;;;;l1014;"SRID=4326;LINESTRING(6.85153261718464 50.9841665158571,6.80461624403732 50.9662477744576)"
;;;;;;;;;;;l1015;"SRID=4326;LINESTRING(8.9396926172441 52.4030332405173,9.12526574244048 52.5382641233458)"
;;;;;;;;;;;l1016;"SRID=4326;LINESTRING(6.70219721289106 51.0088597430362,6.59601984709512 50.9525274662191)"
;;;;;;;;;;;l1017;"SRID=4326;LINESTRING(7.35311188155085 51.5758105365035,7.33861261905923 51.6319781599433)"
;;;;;;;;;;;l1018;"SRID=4326;LINESTRING(7.35311188155085 51.5758105365035,7.7083185190139 51.6762033258373)"
;;;;;;;;;;;l1019;"SRID=4326;LINESTRING(7.61702105012869 51.6371337810622,7.7083185190139 51.6762033258373)"
;;;;;;;;;;;l1020;"SRID=4326;LINESTRING(7.35311188155085 51.5758105365035,7.33861261905923 51.6319781599433)"
;;;;;;;;;;;l1021;"SRID=4326;LINESTRING(7.52228012599778 51.5321980611413,7.7083185190139 51.6762033258373)"
;;;;;;;;;;;l1022;"SRID=4326;LINESTRING(6.90660784108641 51.5652424548867,6.92675898550662 51.4992056970517)"
;;;;;;;;;;;l1023;"SRID=4326;LINESTRING(7.00674991840299 51.5999114356605,6.92675898550662 51.4992056970517)"
;;;;;;;;;;;l1024;"SRID=4326;LINESTRING(7.03761992937395 51.5985496345954,6.92675898550662 51.4992056970517)"
;;;;;;;;;;;l1025;"SRID=4326;LINESTRING(6.92675898550662 51.4992056970517,6.96734395630657 51.490861901735)"
;;;;;;;;;;;l1026;"SRID=4326;LINESTRING(6.92675898550662 51.4992056970517,6.96734395630657 51.490861901735)"
;;;;;;;;;;;l1027;"SRID=4326;LINESTRING(6.90660784108641 51.5652424548867,6.68079563463015 51.6462972769253)"
;;;;;;;;;;;l1028;"SRID=4326;LINESTRING(6.92675898550662 51.4992056970517,6.87287367577891 51.4457833914382)"
;;;;;;;;;;;l1029;"SRID=4326;LINESTRING(6.92675898550662 51.4992056970517,6.87287367577891 51.4457833914382)"
;;;;;;;;;;;l1030;"SRID=4326;LINESTRING(7.00674991840299 51.5999114356605,7.06034476225792 51.6964980793073)"
;;;;;;;;;;;l1031;"SRID=4326;LINESTRING(7.03761992937395 51.5985496345954,7.06034476225792 51.6964980793073)"
;;;;;;;;;;;l1032;"SRID=4326;LINESTRING(7.00674991840299 51.5999114356605,7.06034476225792 51.6964980793073)"
;;;;;;;;;;;l1033;"SRID=4326;LINESTRING(6.86804500654219 51.374474803487,6.72376717933502 51.3556543954881)"
;;;;;;;;;;;l1034;"SRID=4326;LINESTRING(6.45655251893853 50.8713380734833,6.48812326066423 50.8810703279012)"
;;;;;;;;;;;l1035;"SRID=4326;LINESTRING(6.68079563463015 51.6462972769253,6.78752992543912 51.5055494229858)"
;;;;;;;;;;;l1036;"SRID=4326;LINESTRING(6.70219721289106 51.0088597430362,6.62284324444971 51.2587133994989)"
;;;;;;;;;;;l1037;"SRID=4326;LINESTRING(6.45655251893853 50.8713380734833,6.48812326066423 50.8810703279012)"
;;;;;;;;;;;l1038;"SRID=4326;LINESTRING(6.68079563463015 51.6462972769253,6.81216589807283 51.5196200390464)"
;;;;;;;;;;;l1039;"SRID=4326;LINESTRING(11.6389126099956 52.2687358982154,11.727353429381 52.5689470103264)"
;;;;;;;;;;;l1040;"SRID=4326;LINESTRING(6.62582903685647 51.2606112581148,6.72031004220211 51.391532581128)"
;;;;;;;;;;;l1041;"SRID=4326;LINESTRING(6.62582903685647 51.2606112581148,6.54240843928532 51.2994458346854)"
;;;;;;;;;;;l1042;"SRID=4326;LINESTRING(6.67467535942029 51.324957491388,6.62582903685647 51.2606112581148)"
;;;;;;;;;;;l1043;"SRID=4326;LINESTRING(13.078642146735 54.2848461827889,13.6834769799404 54.1390906728297)"
;;;;;;;;;;;l1044;"SRID=4326;LINESTRING(13.078642146735 54.2848461827889,13.6834769799404 54.1390906728297)"
;;;;;;;;;;;l1045;"SRID=4326;LINESTRING(8.02029038221744 50.9236169231237,7.86394571439194 50.7682419302039)"
;;;;;;;;;;;l1046;"SRID=4326;LINESTRING(13.9570055873006 53.2521716356786,13.709669749528 52.5397952998981)"
;;;;;;;;;;;l1047;"SRID=4326;LINESTRING(14.2708346906575 53.0962865828729,14.0336963902155 53.507868594058)"
;;;;;;;;;;;l1048;"SRID=4326;LINESTRING(14.4762521312891 53.1967495435604,14.2708346906575 53.0962865828729)"
;;;;;;;;;;;l1049;"SRID=4326;LINESTRING(13.9570055873006 53.2521716356786,14.0336963902155 53.507868594058)"
;;;;;;;;;;;l1050;"SRID=4326;LINESTRING(14.2708346906575 53.0962865828729,13.709669749528 52.5397952998981)"
;;;;;;;;;;;l1051;"SRID=4326;LINESTRING(9.90884756824768 53.4880466468098,9.50178971212981 53.5428143880013)"
;;;;;;;;;;;l1052;"SRID=4326;LINESTRING(9.90884756824768 53.4880466468098,10.1575057595216 53.5551266364644)"
;;;;;;;;;;;l1053;"SRID=4326;LINESTRING(9.90884756824768 53.4880466468098,10.1575057595216 53.5551266364644)"
